CASE;SERIAL;QUESTNNR;MODE;STARTED;TIME;DAYS;EE02;DD02_01;DD03;DD04_01;DD05;DD05_12;DD06_01;DD06_02;DD07;DD09;DD11;DD10_01;DD10_02;DD10_03;DD10_04;DD10_05;DD10_06;DD10_07;DD10_08;LP02_01;LP03_01;LP03_02;LP05;LP06_01;LP07_01;LP07_02;LP09;LP10_01;LP11_01;LP11_02;LP13;T102_01;T102_02;T102_03;T102_04;T103_01;T103_02;T103_03;T104_01;T104_02;T104_03;T104_04;T105_01;T105_02;T105_03;T106_01;T106_02;T106_03;T107_01;T107_02;T107_03;T107_04;T107_05;T107_06;T107_07;T108_01;T108_02;T108_03;T108_04;T108_05;T108_06;T108_07;T108_08;T108_09;T202_01;T202_02;T202_03;T202_04;T203_01;T203_02;T203_03;T204_01;T204_02;T204_03;T204_04;T205_01;T205_02;T205_03;T206_01;T206_02;T206_03;T207_01;T207_02;T207_03;T207_04;T207_05;T207_06;T207_07;T208_01;T208_02;T208_03;T208_04;T208_05;T208_06;T208_07;T208_08;T208_09;KO01;EM02;EM03;EM04;EV02_01;EV02_02;EV02_03;EV02_04;EV02_05;EV02_06;EV03_01;EV04_01;EV04_02;EV04_03;EV04_04;EV04_05;FA02_01;FA02_02;FA02_03;FA02_04;FA02_05;FA02_06;FA02_07;FA02_08;FA02_09;FA02_10;FA02_11;FA02_12;FA02_13;FA02_14;FA02_15;FA02_16;FA02_17;FA02_18;FA02_19;FA02_20;FA02_21;FA02_22;FA02_23;FA02_24;FA02_25;FA02_26;FA02_27;FA02_28;FA02_29;FA02_30;FA02_31;FA02_32;FA02_33;FA02_34;FA02_35;FA02_36;FA02_37;PT02;PT03_01;PT04;PT05_01;PT06;PT07_01;LZ02_01;LZ03_01;LZ04_01;ZE02_01;ZE03_01;PL01_01;PL02_01;SM02_01;SM02_02;SM02_03;SE01_03;TE_Bel_1;TE_Bel_2;TE_Bel_3;TE_Bel_4;TE_Bel_5;TE_Bel_6;TE03_01;TE04_01;TE05_01;TE06_01;TE07_01;TE08_01;TE09_01;TE10_01;TE11_01;TE12_01;TE13_01;TE14_01;TE15_01;TE16;TE17_01;AI01_pts;AI01_rgs;AI01_01;AI02_01;AI06_01;AI12_01;AV02_01;AV02_02;AV02_03;AV02_04;AV02_05;AV03_01;AV03_02;AV03_03;AV03_04;AV03_05;AV04_01;AV04_02;AV04_03;AV05_01;AV05_02;AV05_03;AV05_04;AV06_01;AV06_02;AV06_03;AV07_01;AV07_02;AV07_03;AV07_04;AV09_01;AV09_02;AV09_03;AV10_01;AV10_02;AV10_03;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
6076;WG879246;TA;interview;06.02.2021 12:33;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Klausurvorbereitung;5;4;0h;5h;3;Klausurvorbereitung;4;4;4;4;4;1;1;4;1;1;5;0h;4h;4;5;4;3;4;4;4;Klausurvorbereitung;4;3;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;01. Mrz;8
6077;VU521743;TA;interview;06.02.2021 12:40;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prüfungsvorbereitung STAT1;6;5;0;3-4h;6;"alles nacheinander
";5;5;6;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;11;11;0;0;0.77;9
6078;TC633551;TA;interview;06.02.2021 12:46;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Zusammenfassen EW 
Lernen EW
Lernen Statistik 
Übungsklausur Statistik ";5;5;0h;5-6h;4;"Zusammenfassen EW 2-3h
Lernen EW 1h
Lernen Statistik 1-2h
Übungsklausur Statistik 1h";4;4;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;11;11;0;0;01. Mai;13
6079;VW467739;TA;interview;06.02.2021 12:46;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;6;6;0;6;6;#NAME?;6;6;6;6;6;1;1;1;3;4;6;0;7;6;2;6;6;6;6;6;;4;3;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;3;3;Jan 27;22
6080;ME637726;TA;interview;06.02.2021 12:48;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Karteikarten ;6;6;0;1h;6;Wenn passt;4;4;6;5;4;1;1;1;6;4;4;0;1h;6;4;5;5;3;3;-1;;1;1;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;3;3;Jan 98;63
6081;EK319924;TA;interview;06.02.2021 12:57;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lernen;6;6;0h;2h;1;-;5;5;3;5;1;1;1;5;2;5;1;0h;0h;-1;6;1;1;1;1;1;Lernen;1;4;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 83;43
6082;HQ159989;TA09;interview;06.02.2021 12:59;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sozialpädagogik Aufgaben machen ;6;6;0h;2h;1;Keinen Zeitplan ;1;1;4;4;3;1;1;3;1;3;2;0h;1h;-1;3;3;2;2;1;3;Keinen;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 31;18
6083;AN652227;TA09;interview;06.02.2021 12:59;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Vorlesungsreihe Forschungsmethoden beenden
Lernzettel einmal durchgehen 
Probeklausur durchgehen";5;3;0h;4h;3;"als erstes die Vorlesung zu Ende machen
der Rest ist offen";3;3;4;4;4;1;1;2;4;1;4;0h;2h;2;5;3;2;4;1;5;Anfangen mit dem Lernen.;1;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;0.74;5
6084;PA298545;TA;interview;06.02.2021 13:00;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Aufgaben Kognition
lernen von 3 Vorlesungen Allgemein Psychologie";4;6;0h;7h;6;"5h - Vorlesungen Allgemeinpsychologie
2h - Aufgaben Kognition";6;4;6;4;4;1;1;3;1;1;3;0h;4h;2;4;3;4;3;5;2;probeklausur statistik und probeklausur forschungsmethoden;3;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.9;3
6085;AM174165;TA;interview;06.02.2021 13:01;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;5;6;0h;4h;4;#NAME?;5;2;2;5;6;1;1;1;1;5;4;0h;5h;4;4;4;4;4;4;4;#NAME?;3;3;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 64;35
6086;YR389785;TA;interview;06.02.2021 13:03;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Lernkarten Beetsch
Anforderungen Wilkens";5;4;0;3h;6;Beetsch, dann Wilkens;5;5;5;6;5;1;1;5;1;1;3;0;2h;1;6;3;3;2;2;2;Lernen;3;3;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 47;26
6087;PQ466859;TA09;interview;06.02.2021 13:04;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Für EW lernen ;6;4;0h;2h;3;Von 13 bis 15 Uhr lernen;5;2;5;6;5;1;1;3;1;3;5;0h;1h;6;3;5;5;5;5;4;Keinen Vorsatz;4;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 35;19
6088;EV527269;TA;interview;06.02.2021 13:08;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;;;3;;4;3;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;12;12;36;36;Feb 44;126
6089;AH561571;TA09;interview;06.02.2021 13:08;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;lernen;6;6;0h;5h;5;;1;1;6;5;6;1;1;1;2;1;6;0h;6h;-1;1;6;6;6;1;6;Pause machen;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;3;3;Jan 46;24
6090;CU525786;TA;interview;06.02.2021 13:09;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nichts;6;6;0h;0h;6;;1;1;1;6;1;1;1;4;1;4;-1;0h;0h;-1;1;1;1;1;1;-1;Lernen ;5;4;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;3;3;Jan 35;26
6091;WC754144;TA;interview;06.02.2021 13:11;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1. Statistik üben
2. Nawi lernen
(3. Forschungsmethodik, wenn möglich)";5;6;0h 00 min;4h 00 min;4;13.25 - 15.00 Statistik üben // 16.00 - 17.00 Nawi lernen // 17.15 - 18. 30 Statistik üben // ;4;4;3;5;4;1;1;2;1;1;6;0h 00 min;4h 30 min;4;2;6;5;5;3;-1;An den Zeitplan halten;3;3;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.79;6
6092;LQ366462;TA;interview;06.02.2021 13:14;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;nix machen ;6;1;0h;0h;1;nix machen;4;4;4;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;11;11;0;0;Jan 47;32
6093;AS223792;TA09;interview;06.02.2021 13:19;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lernen;5;4;0h;2h;1;Gegen Nachmittag lernen;2;2;6;2;4;1;1;3;4;3;3;0;1h;4;6;3;2;1;2;2;Lernen!!!;2;2;1;;;;;;;Technische Probleme ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 31;51
6094;WR312764;TA;interview;06.02.2021 13:28;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nur Lernzettel durchlesen. Heute mal eine kleine Pause.;6;4;0h;2h 30min;2;Zwischendurch ein paar stunden die schon fertigen Lernzettel wiederholen. Heute ein bisschen weniger, morgen wieder richtig.;2;2;6;6;4;1;1;3;1;6;6;0h;2h;4;5;3;2;4;2;4;Konzentriert lernen, nicht ablenken lassen!;2;2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.95;5
6095;UX896743;TA09;interview;06.02.2021 13:32;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;6;6;0h;5h;1;-;5;5;1;6;5;1;1;1;1;1;6;0h;5h;-1;1;5;5;6;2;6;#NAME?;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 78;42
6096;AY454349;TA;interview;06.02.2021 13:36;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;lernen und konzentrieren;4;4;0h;7h;2;"lernen (2h)
probeklausur (30min
lernen (1h)
pause
weiter lernen
";4;3;5;4;5;1;1;1;1;4;4;0h;7h;3;2;5;5;5;1;5;konzentrieren und nicht ablenken lassen;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.71;4
6097;DZ883544;TA;interview;06.02.2021 13:37;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;4;4;2h;3h;5;#NAME?;4;3;5;4;4;1;1;2;1;1;3;0h;4h;-1;5;4;4;3;3;-1;Lernen;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;01. Jul;18
6098;FE929218;TA09;interview;06.02.2021 13:39;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ausarbeitung, lernen;6;6;0h;5h;4;"ausarbeitung
pause
lernen";1;1;6;1;4;1;1;3;1;2;3;0h;"4h
";3;5;4;3;4;1;-1;;4;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;3;3;01. Jan;12
6099;HA634253;TA;interview;06.02.2021 13:40;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unifreier Tag;6;1;0;0;-9;;2;2;-9;-9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;11;11;36;36;01. Jul;47
6100;DA181897;TA09;interview;06.02.2021 13:41;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Entwicklungspsychologie Übersicht erstellen
evntl. Karteikarten
";4;5;0h;2h;5;"13.50-14.50 Uni
15.30-16.30 Uni";2;3;6;2;4;1;1;4;1;4;3;0h;2h;4;1;4;3;1;4;6;mehr zur Übersicht lernen, weniger ins Detail gehen;2;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;12;12;0;0;0.7;0
6101;VR815563;TA;interview;06.02.2021 13:42;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9;-9;0h;0h;-9;;-9;-9;-9;-9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;11;12;82;82;01. Jan;17
6102;HS785464;TA09;interview;06.02.2021 13:42;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;6;6;0h;2h;1;;5;5;6;5;4;1;1;1;1;1;4;0h;30 min;-1;5;4;6;1;1;4;#NAME?;-9;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;6;6;0.83;4
6103;FT477874;TA09;interview;06.02.2021 13:44;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Statik und Forschungsmethoden lernen;5;5;0h;3h;2;Erst Statistik lernen und wenn ich es nicht mehr sehen kann , fange ich mit Forschungsmethoden an;3;3;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;5;0;0;Jan 29;19
6104;AN458214;TA;interview;06.02.2021 13:44;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lernen ;6;6;0h;6h;1;-;6;6;4;5;6;1;1;3;1;1;6;Oh;6h;-1;3;5;5;5;5;6;Lernen und Probeklausur machen;1;2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 83;78
6105;TN749971;TA;interview;06.02.2021 13:48;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Frei;6;6;Oh;0h;6;Frei;1;1;1;6;1;1;1;1;1;1;-1;0h;0h;-1;1;1;1;1;1;-1;test machen, statistik machen;1;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 15;17
6106;FL283383;TA;interview;06.02.2021 13:50;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;5;4;0h;2-3h;2;-15:00 Uhr Entwicklungspsychologie lernen ;4;4;4;4;4;1;1;3;1;3;4;0h;2h;5;3;4;4;4;3;5;Ausruhen ;3;3;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 97;48
6107;UX157641;TA09;interview;06.02.2021 13:56;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Für Forschungsmethoden lernen (ca. 2 Lesungen);6;3;0h;2h;6;"Morgens: Lesung nachholen
Nachmittags: Lernzettel machen
Abends: lernen";5;5;1;6;4;1;1;3;1;2;4;0h;3h;4;1;6;6;5;1;6;"Motiviert und konzentriert bleiben.
Das Nachholen, was ich heute nicht geschafft habe.";6;6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;3;1;Jan 37;55
6108;XV917984;TA;interview;06.02.2021 14:00;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lerngruppe 4, Vorlesung;6;6;6h;0h;1;Lerngruppe 4, Vorlesung;2;2;5;6;4;6;1;4;1;1;6;6h;0h;-1;2;6;6;6;1;6;Lerngruppe 2 und 4, Vorlesung;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.76;9
6109;CV988215;TA;interview;06.02.2021 14:04;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lernen ;5;6;0 h ;4 h;4;"12 Uhr bis 14 Uhr lernen 
20 Uhr bis 22 Uhr lernen ";4;4;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;11;11;0;0;02. Dez;62
6110;WN633269;TA;interview;06.02.2021 14:13;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vorlesungen;5;5;0h;4h;5;;5;5;2;5;3;1;1;5;3;2;2;0h;1h;-1;5;3;3;2;3;-1;;4;4;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;6;6;Jan 41;27
6111;PN821564;TA09;interview;06.02.2021 14:21;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Meine Ziele: Thema 4 lernen, Statistik;4;4;0;2h30min;1;/;3;2;2;3;2;1;1;1;5;3;2;0;2h;-1;4;4;4;3;3;-1;/;3;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 38;24
6112;RA581334;TA;interview;06.02.2021 14:22;LP_T27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;lernen;4;4;0h ;2h ;3;lernkonferenz ;2;2;5;4;4;1;6;3;3;3;3;0h ;2h ;3;3;3;3;3;2;3;ausruhen ;3;2;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 34;20
