CASE;SERIAL;QUESTNNR;MODE;STARTED;TIME;DAYS;EE02;DD02_01;DD03;DD04_01;DD05;DD05_12;DD06_01;DD06_02;DD07;DD09;DD11;DD10_01;DD10_02;DD10_03;DD10_04;DD10_05;DD10_06;DD10_07;DD10_08;LP02_01;LP03_01;LP03_02;LP05;LP06_01;LP07_01;LP07_02;LP09;LP10_01;LP11_01;LP11_02;LP13;T102_01;T102_02;T102_03;T102_04;T103_01;T103_02;T103_03;T104_01;T104_02;T104_03;T104_04;T105_01;T105_02;T105_03;T106_01;T106_02;T106_03;T107_01;T107_02;T107_03;T107_04;T107_05;T107_06;T107_07;T108_01;T108_02;T108_03;T108_04;T108_05;T108_06;T108_07;T108_08;T108_09;T202_01;T202_02;T202_03;T202_04;T203_01;T203_02;T203_03;T204_01;T204_02;T204_03;T204_04;T205_01;T205_02;T205_03;T206_01;T206_02;T206_03;T207_01;T207_02;T207_03;T207_04;T207_05;T207_06;T207_07;T208_01;T208_02;T208_03;T208_04;T208_05;T208_06;T208_07;T208_08;T208_09;KO01;EM02;EM03;EM04;EV02_01;EV02_02;EV02_03;EV02_04;EV02_05;EV02_06;EV03_01;EV04_01;EV04_02;EV04_03;EV04_04;EV04_05;FA02_01;FA02_02;FA02_03;FA02_04;FA02_05;FA02_06;FA02_07;FA02_08;FA02_09;FA02_10;FA02_11;FA02_12;FA02_13;FA02_14;FA02_15;FA02_16;FA02_17;FA02_18;FA02_19;FA02_20;FA02_21;FA02_22;FA02_23;FA02_24;FA02_25;FA02_26;FA02_27;FA02_28;FA02_29;FA02_30;FA02_31;FA02_32;FA02_33;FA02_34;FA02_35;FA02_36;FA02_37;PT02;PT03_01;PT04;PT05_01;PT06;PT07_01;LZ02_01;LZ03_01;LZ04_01;ZE02_01;ZE03_01;PL01_01;PL02_01;SM02_01;SM02_02;SM02_03;SE01_03;TE_Bel_1;TE_Bel_2;TE_Bel_3;TE_Bel_4;TE_Bel_5;TE_Bel_6;TE03_01;TE04_01;TE05_01;TE06_01;TE07_01;TE08_01;TE09_01;TE10_01;TE11_01;TE12_01;TE13_01;TE14_01;TE15_01;TE16;TE17_01;AI01_pts;AI01_rgs;AI01_01;AI02_01;AI06_01;AI12_01;AV02_01;AV02_02;AV02_03;AV02_04;AV02_05;AV03_01;AV03_02;AV03_03;AV03_04;AV03_05;AV04_01;AV04_02;AV04_03;AV05_01;AV05_02;AV05_03;AV05_04;AV06_01;AV06_02;AV06_03;AV07_01;AV07_02;AV07_03;AV07_04;AV09_01;AV09_02;AV09_03;AV10_01;AV10_02;AV10_03;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
3287;XK292543;TA;interview;21.01.2021 07:56;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"vorlesung bauer
vorlesung allgemeinpsychologie
vorlesung betsch
psycho bisschen lernen";5;5;7h;1h 30min;6;"erst ew
dann psycho
dann lernen
dann betsch";5;4;5;5;4;5;3;3;1;1;6;4h;1h 30min;4;2;4;3;4;5;4;"Morgens lernen
mittags / nachmittags vorlesung lüders
wilkens text/kognition lesen";4;5;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.72;2
3288;CU525786;TA;interview;21.01.2021 07:57;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Alle Vorlesungen schaffen ;5;6;5h;2h;5;"Vorlesung 
Seminar 
Tutorium 
Vorlesung ";4;4;3;4;2;4;1;1;1;2;4;4h ;1h ;4;1;4;4;4;1;5;Vorlesung schaffen und etwas lernen ;5;4;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;01. Nov;12
3289;GF886775;TA;interview;21.01.2021 07:59;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;song lyrics;6;3;1h 30min;0h;6;;3;3;1;6;1;4;1;2;1;3;6;1h 30min;0h;6;2;3;3;5;1;6;;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;6;6;Jan 23;16
3290;QF853686;TA01;interview;21.01.2021 08:01;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Hauskl. vor allem die Zitationen erledigen (2/2,5Std)
Sowie zu ende schauen
Juristisches Arbeiten besuchen
forsch lernen 30 min ";5;5;2;5;5;;4;5;5;5;5;1;1;1;1;1;5;0;5;4;4;4;5;3;4;-1;;2;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;9;7;Jan 59;64
3291;EL742586;TA;interview;21.01.2021 08:03;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Grammatik Seminar
Forschungsmethoden
Spez. Entwpsy. Seminar
SpraWi Tutorium
Lernen
";5;4;1h;5h;2;"Grammatik Seminar (2h)
Forschungsmethoden (2h)
Spez. Entwpsy. Seminar (1h)
SpraWi Tutorium (1h 30min)
Lernen (2h)";4;4;3;4;3;2;1;1;2;1;5;1h;4h;5;4;5;6;5;4;2;Meine Planung einhalten.;2;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.69;4
3292;AK891341;TA01;interview;21.01.2021 08:03;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bei forschungsmethoden weiter kommen;4;4;1h;4h;4;"8-9 forschungsmethoden
11-12 entwicklungspsychologie
12-1 forschungsmethoden
2-2:30 kinderliteratur
";4;4;4;2;5;4;4;2;3;1;4;1h;4;4;4;4;4;4;2;4;produktiv sein;4;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;01. Jan;20
3293;XS659581;TA01;interview;21.01.2021 08:05;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;5;4;3h;4h;5;"-bis 12 Uhr Texte lesen/ Vorbereitung
-12 bis 14 Uhr VL
-bis 15 30 Uhr Texte lesen
-16 bis 18 Uhr Seminar
-ab 18 Uhr lernen";5;5;3;5;4;5;1;1;1;1;4;3h;5h;3;6;4;4;4;3;4;#NAME?;2;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;01. Apr;32
3294;PY946565;TA;interview;21.01.2021 08:06;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vorlesungen + Nachbereitungen;4;6;1h;4h30min;2;"Fragerunde
Vorlesung 
Nachbereitung 
Vorlesung 
Nachbereitung 
...";6;6;2;4;4;2;1;2;1;2;6;45min;6h30min;-1;1;6;5;6;6;-1;;4;6;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;3;3;0.75;1
3295;TG784124;TA;interview;21.01.2021 08:07;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 Vorlesungen bewältigen, an einer Fragerunde zum Kurs teilnehmen, Formelwerk beenden, lernen ;3;6;8h ;2h 45 min ;5;"1. Vorlesungen 3h 30 min 
2. Vorlesungen 2h 
3. Vorlesung 2h 30min 
4. Selbststudium 2h 45min";3;4;6;3;4;6;2;1;4;3;4;7h;2h45min;5;1;4;5;3;3;-1;;5;4;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;3;3;01. Sep;17
3296;XP544262;TA;interview;21.01.2021 08:07;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VL FM und ALLGPSY, ALLG PSY lernen,;6;4;3;2;4;"8:30 Arbeit
10:30: VL Allg
12:30 Food
14:00 lernen
16:00 Sport
17:00Arbeiten 
18:00 Essen machen
19:00 Forschungsmethode
21:00 frei";4;4;3;4;5;4;6;2;3;1;4;1h 30min;4;2;1;6;6;4;6;5;weiter so;3;5;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.85;3
3297;UR157297;TA01;interview;21.01.2021 08:08;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Vorlesungen anschauen 
Tutorium
lernen";3;5;6h;1h;5;"8.00 - 10.00: Vorlesung
10.00 - 12.00: Vorlesung
12.00 - 14.00: Tutorium
15.00-16.00: lernen
18.00 - 20.00: Vorlesung";3;2;5;1;6;6;1;6;3;4;1;6h;1h;3;5;6;6;1;2;2;"Vorlesung schauen
Lernzettel schreiben
lernen";2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 23;18
3298;BV722553;TA01;interview;21.01.2021 08:11;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"EW T2+3/ V2
Forsch V3 
Psy V4
";4;3;2h;4h;5;;4;4;4;3;5;1;1;2;1;2;4;0h;4h;4;3;3;4;4;2;3;"Mehr auf die Zeiten achten. 
Nicht so verhängen auf einem Them.";5;5;1;;;;;;;"die habe ich schon gemacht
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;3;3;Jan 25;37
3299;AA223798;TA;interview;21.01.2021 08:11;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Seminar  Spezielle Entwicklungspsychologische Aspekte des Lehrens und Lernens 
Tutorium 
Fragerunde Einführung in Erziehungswissenschaftlich Forschungsmethoden ";5;4;4h;30min;4;"Fragerunde 9:00 Uhr 
Seminar 10:15 Uhr
Tutorium 12:15 Uhr.";4;3;5;4;6;4;1;1;1;2;6;3h;3h 30 min;5;1;6;6;6;4;5;Mach dir weniger Stress, dann klappt es besser und leg dein Handy weg!;4;4;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.62;1
3300;LP893358;TA01;interview;21.01.2021 08:12;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;alle Vorlesungen machen die online kommen;5;4;0h;5h;4;erst EWForschungsmeth, wenn PsychForschungsmethoden online ist, dann das auf Karteikarten;3;1;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;5;0;0;01. Jan;15
3301;MB259846;TA01;interview;21.01.2021 08:13;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;5;5;2h;6h;5;"Morgens: Vorlesung und Tutorium

Mittags/nachmittags: Mit dem Hund rausgehen, Lernen

Abends: Lernen

(Zwischendrin natürlich Pausen)";4;4;3;4;5;3;1;3;1;3;5;2h;6h;5;1;5;5;5;5;5;Schritt für Schritt weitermachen;5;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 16;11
3302;PQ466859;TA01;interview;21.01.2021 08:14;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vorlesungen anhören;5;5;0h;5h;4;Ich werde sehen wie ich alles schaffe;4;3;3;4;4;2;3;2;1;2;5;0h;4h;-1;2;4;3;4;5;-1;-;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;3;1;01. Jun;31
3303;QT273771;TA01;interview;21.01.2021 08:20;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vorlesungen anhören und lernen;5;5;0h;6h;4;"Bauer 
Baadte
lernen
Betsch";5;5;5;5;5;1;1;1;1;1;5;0h;6h;4;2;6;5;5;4;6;"Vorlesungen 
Lernen";3;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;3;1;Jan 43;24
3304;AH561571;TA01;interview;21.01.2021 08:24;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Alle Vorlesungen, Tutorien und Seminare erledigen;6;6;3h;4h;5;Reihnfolge wie im Stundenplan;4;4;5;5;5;5;1;3;3;2;5;3h;3h;5;4;5;5;4;5;5;Alle Tagesveranstaltungen schaffen;5;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 57;28
3305;XY216464;TA01;interview;21.01.2021 08:25;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;5;6;4h;4h;5;"8.30 Steuer
9.00 HA
10.00 VL Allg. Psych
12.00 spazieren gehen
14.00 Statisik
16.00 Forschungsmethoden";6;6;6;5;6;5;1;2;1;1;5;3h;4h;5;1;4;5;4;2;5;#NAME?;4;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;01. Jan;5
3306;PW785611;TA01;interview;21.01.2021 08:26;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Vorlesung Erziehungswissenschaftliche Forschungsmethoden bearbeiten
Vorlesung Allgemeinpsychologische Grundlagen des Lehrens und Lernens bearbeiten
Prüfungsvorbereitung Grundbegriffe EW
Vorlesung Forschungsmethoden bearbeiten/anfangen";5;5;1h;4h 30min;6;"08.30-09.00: VL Fm Ew anfangen
09.00-10.00: Fragerunde Fm Ew
10.15-11.45: VL weitermachen
Mittagessen
13.00-14.30: VL Allg. psy. Gl. bearbeiten
spazieren gehen/frische Luft schnappen
15.30-18.00: Prüfungsvorbereitung Grundbegriffe Ew
18.15-(19.45): Vorlesung Forschungsmethoden anfangen
";6;4;5;5;6;2;1;2;1;1;6;30min;4h;6;2;6;6;5;5;6;weiter so!!;6;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;0.89;6
3307;DU868473;TA;interview;21.01.2021 08:26;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vorlesungen von heute bearbeiten und am Seminar teilnehmen. ;6;5;1 Stunde ;7 Stunden ;5;8-11 Uhr werde ich mich um die Vorlesungen kümmern und anschließend eine Pause machen. Von 13-14 Uhr nehme ich an einem Seminar teil. Dann mache ich wieder Pause und im 3. Block von heute (18:30-21 Uhr) werde ich dann noch die letzte Vorlesung von heute bearbeiten. ;5;5;2;6;5;4;1;3;1;3;5;1;6;4;2;4;3;4;2;5;Morgige Vorlesung bearbeiten, digitalisieren und lernen. ;3;2;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;01. Apr;8
3308;RA581334;TA;interview;21.01.2021 08:34;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vorlesungen anschauen, Forschungsmethoden zusammenfassen, Psycho weiter zusammenfassen ;5;6;4h 30min;3h ;5;"08:15-09:45 Fragerunde
10:15-11:45
12:15-13:45 Tutorium 
14:00- ... Zusammenfassungen ";4;4;3;4;6;5;1;3;1;3;6;4h 30;4 h ;6;1;5;5;5;4;6;Zusammenfassungen Psycho beenden ;5;5;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;01. Apr;8
3309;KZ623294;TA01;interview;21.01.2021 08:37;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Wiederholen Entwicklung Problemlösen
Entwicklung domunspezifisches Wissen lernen
Einführung in die Erziehungswissenschaft lernen ";5;4;1h;5h;5;"Wiederholen Entwicklung Problemlösen
Domänenspezifisches Wissen lernen
Einführung in die EW lernen
Vorlesung Forschungsmethoden ";4;4;4;5;6;1;1;3;1;3;4;0h;5h;3;2;4;3;3;2;3;Alle meine morgigen Ziele erreichen, weniger Ablenkung. ;4;3;1;;;;;;;Es ist irgendein Problem mit dem Audio aufgetreten. Ich kann es nicht abspielen. Vielleicht liegt es am Laptop. Ich hätte sie gern durchgeführt. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 34;25
3311;GS366714;TA01;interview;21.01.2021 08:41;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Statistikklausurvorbereitung 
videokurs fällt aus 
forschungsmethoden klausurvorbereitung 
forschungsmethoden vorlesung ";6;4;2;3;6;siehe erste seite;6;4;1;6;4;1;1;1;3;1;6;0;4;6;1;6;6;4;6;5;"erziehungspsychologie
forschungsmethoden klausurvorbereitung";4;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;3;1;Jan 26;51
3312;PK497634;TA;interview;21.01.2021 08:45;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fragestunde Bauer, Vorlesung Allgemeine Psychologie, Tutorium Statistik, Seminar Grundbegriffe der EW lernen und Lernzettel ausdrucken, Vorlesung Forschungsmethoden;5;6;7h;2h;4;9 Uhr bis 14 Uhr Vorlesungen, danach zur Sparkasse, dann etwas Essen und um 15 Uhr bis 17 Uhr lernen, danach warten, bis die Vorlesung von Forschungsmethoden hochgeladen wird;4;4;6;4;5;5;1;1;1;1;5;5h;1h;5;2;5;5;5;5;6;Lernen ;5;5;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 23;18
3313;BS791494;TA01;interview;21.01.2021 08:47;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"VL EWFom
Seminar
VL FoMeth
Lernen EW";5;4;3h;3h;2;bis 18.00 Uhr fertig sein;3;3;4;4;4;5;1;1;1;1;6;3h;4h;2;1;5;4;6;3;5;Mich mehr zu bewegen.;4;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 39;20
3314;SS198481;TA;interview;21.01.2021 08:50;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;an Fragestunde teilnehmen, zwei Vorlesungen bearbeiten, Gelerntes wiederholen, einen neuen Inhalt lernen ;4;5;30min;6h;4;"9.00-9.30 Fragestunde BBB
10.00-12.00 1. Vorlesung 
13.00-14.30 Privat
14.30-16.00 2. Vorlesung
16.00-16.30 Gelerntes wiederholen 
16.30.18.00 neuen Inhalt lernen ";5;5;2;4;4;2;1;3;1;1;4;45min;4h;5;4;4;4;4;3;5;eine Vorlesung bearbeiten, Gelerntes wiederholen, Lernen;5;5;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.76;4
3315;DC443849;TA01;interview;21.01.2021 08:51;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Vorlesung
Seminar
Tutorium
lernen, Texte bearbeiten
Vorlesung";3;5;4h;6h;4;"Fragestunde
Vorlesung
Seminar
Tutorium
lernen
Vorlesung";2;4;3;3;5;5;1;1;1;1;3;4h;5h;3;4;3;3;2;3;3;"Schneller Anfangen!!!
Produktiv und konzentriert arbeiten!";3;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 56;31
3316;AT424766;TA01;interview;21.01.2021 08:54;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;an Liveseminar teilnehmen, 2x asynchrone Vorlesungen bearbeiten;5;5;1h;5h 30min;5;erst an Seminar teilnehmen und mit Pausen zwischen den einzelnen Vorlesungen diese kontinuierlich abarbeiten;3;3;6;5;5;3;1;2;2;3;6;1h;4h 30min;6;1;6;5;6;3;6;asynchone Vorlesung bearbeiten und lernen bzw. Arbeiten für nächste Woche vorbereiten;3;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 31;18
3317;XB482288;TA01;interview;21.01.2021 08:54;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Klausurstoff wiederholen
Ausarbeitung und Zusammenfassung Vorlesung
Übungsaufgaben lösen";6;6;3h;3h;6;"- 2 Vorlesungen + Ausarbeitung  & Übungsaufgaben
-3 Stoffeinheiten Klausurstoff lernen
";6;6;1;6;5;5;1;3;1;2;6;3h;3h;6;1;5;6;6;4;6;Genauso produktiv sein wie heute ;4;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;3;1;Jan 13;13
