CASE;SERIAL;QUESTNNR;MODE;STARTED;LZ02_01;LZ03_01;LZ04_01;ZE02_01;ZE03_01;PL01_01;PL02_01;SM02_01;SM02_02;SM02_03;SE01_03;TE_Bel_1;TE_Bel_2;TE_Bel_3;TE_Bel_4;TE_Bel_5;TE_Bel_6;TE03_01;TE04_01;TE05_01;TE06_01;TE07_01;TE08_01;TE09_01;TE10_01;TE11_01;TE12_01;TE13_01;TE14_01;TE15_01;TE16;ZG01_CP;ZG01;ZG02_CP;ZG02;ZG03_CP;ZG03;ZG04_CP;ZG04;ZG05_CP;ZG05;AI01_pts;AI01_rgs;AI01_01;AI02_01;AI06_01;AI12_01;TIME001;TIME002;TIME003;TIME004;TIME005;TIME006;TIME007;TIME008;TIME009;TIME010;TIME011;TIME012;TIME013;TIME015;TIME016;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
2518;RQ233693;TA08;interview;16.01.2021 11:35;#NAME?;5;2;0 min;2h;1;-;2;3;4;3;1;1;6;2;1;2;1;0min;0min;1;1;1;1;1;1;1;#NAME?;1;2;2;114;6;103;4;114;5;104;7;56;3;;;;;;;4;21;53;13;6;38875;4;19;24;21;60;3;686;;2;916;16.01.2021 06:02;16.01.2021 22:38;1;0;16;16;0;0;0.94;4
2519;ME862665;TA08;interview;16.01.2021 11:36;Lernen;5;3;0h;6h;5;8.00-13.15 Statistik, Pause, ab 14.15 Wilkens, ab 16.00 Lüders;5;4;1;5;3;1;1;3;1;1;4;0h;6h;3;4;4;4;4;2;6;8.00 Uhr aufstehen;4;4;1;114;5;103;3;114;4;104;1;56;4;;;;;;;5;56;85;162;6;37003;5;17;17;21;42;2;663;;3;932;16.01.2021 06:02;16.01.2021 22:11;1;0;16;16;0;0;0.82;2
2520;BC191415;TA08;interview;16.01.2021 11:40;#NAME?;4;5;0;6h 30min;5;"Mittag: Entwp.
Nachmittag: Statistik
Abend: Glossar und T";5;4;3;5;3;1;1;2;1;1;6;0h;6h;6;1;5;5;6;6;6;Nicht von anderen Dingen ablenken lassen und effektiv sein;5;5;1;114;5;104;1;112;2;103;5;56;4;;;;;;;5;44;71;10;5;34536;6;18;41;22;43;7;636;;5;888;16.01.2021 06:02;16.01.2021 21:31;1;0;16;16;0;0;0.75;0
2521;RT652696;TA08;interview;16.01.2021 11:40;"Allgemeine Psychologie
Forschungsmethoden
Einführung EW";3;5;0h;5h;2;"Allg. Psy. VL ausdrucken und zusammenfassen, ein paar mal durchgehen
Forschungsmethoden Video fertig anschauen
Einführung EW VL hören und Skript 1-3 durchgehen";2;4;6;3;4;1;1;5;1;1;2;0h;3h;3;4;4;2;4;3;3;motiviert und früh anfangen;3;3;1;114;7;104;4;119;4;110;3;57;2;;;;;;;4;35;95;10;8;48336;21;43;52;105;76;3;708;;3;998;16.01.2021 06:02;17.01.2021 01:25;1;0;16;16;0;0;0.64;0
2522;MG848757;TA08;interview;16.01.2021 11:41;Keine;6;1;0;0;1;Nichts;1;1;1;6;1;1;1;2;1;2;-1;0;0;-1;1;1;6;6;1;-1;Keinen;1;6;2;115;1;104;4;118;1;109;5;57;5;;;;;;;5;17;24;16;4;45956;8;18;13;22;27;3;73;;3;233;16.01.2021 06:02;17.01.2021 00:31;1;0;16;16;0;0;Jan 23;38
2524;PQ466859;TA08;interview;16.01.2021 11:58;Weiter für die Klausuren lernen;6;5;0h;2h 30min;3;bis 14:30 Uhr möchte ich fertig sein;5;4;3;4;5;1;1;2;1;2;6;0h;2h;6;6;4;6;6;4;-1;Texte lesen;2;3;1;115;2;104;1;115;4;105;2;56;4;;;;;;;10;33;35;8;4;39260;8;13;21;20;34;2;130;;2;320;16.01.2021 06:02;16.01.2021 22:58;1;0;16;16;0;0;Jan 19;22
2525;UL113513;TA08;interview;16.01.2021 11:59;"- Vorlesung 5 von Psychologie 
- letzte Aufgabe der Statistik Hausaufgaben 
-VWL Übung ";6;4;0h;4h;5;;5;5;2;5;4;1;1;1;1;2;5;0h;2h;4;2;4;2;3;2;-1;;4;2;1;115;6;104;6;99;7;;;50;7;;;;;;;5;51;14;38;4;14580;61;8;8;15;20;3;;;;142;16.01.2021 06:02;16.01.2021 16:06;0;0;12;12;6;6;Jan 26;23
2533;PN821564;TA08;interview;16.01.2021 12:20;Mein Ziel ist es überhaupt etwas heute zu schaffen, da ich mich gesundheitlich nicht wirklich gut fühle;4;4;0;1h;1;Ich habe heute keinen Zeitplan nach dem ich gehe;2;2;5;2;3;1;1;2;6;2;5;0;1h 30min;-1;4;4;5;5;1;4;Mein Vorsatz für morgen ist es am Ende des Tages zufrieden mit meiner Leistung zu sein. Ich möchte morgen mind. eine Vorlesung erarbeiten und Karteikarten zum lernen schreiben. ;5;5;1;115;4;105;7;107;6;99;6;55;5;;;;;;es gab technische Schwierigkeiten und das video bzw der Ton konnte nicht abgespielt werden;4;61;29;8;4;27071;4;13;11;19;79;3;39;50;2;326;16.01.2021 06:02;16.01.2021 19:57;1;0;16;16;0;0;Jan 17;43
2535;SN429438;TA08;interview;16.01.2021 12:23;#NAME?;5;4;0min;min 3h;2;"- Vorlesungsvideo bis 14 Uhr
- Themenübersichten und Lernkarten ab 16 Uhr";3;3;4;4;3;1;1;2;1;1;3;0min;2h 30min;4;6;4;4;3;1;3;#NAME?;3;3;1;115;7;105;5;106;2;99;4;55;4;;;;;;;4;39;63;13;6;26776;40;14;22;23;59;23;1042;;4;1296;16.01.2021 06:02;16.01.2021 20:12;1;0;16;16;0;0;0.68;0
2538;XG496891;TA08;interview;16.01.2021 12:25;"endlich mal die VRLs ausdrucken
Spanisch Hausaufgaben";4;6;0h;3h;6;"erst die VRLs ausdrucken
bisschen Spanisch
mit Lisa einkaufen gehen und zusammen kochen";3;3;6;3;4;1;1;6;1;1;6;0h;2h 15min;5;1;3;6;4;4;6;?;4;2;1;116;1;105;4;115;7;106;1;56;3;;;;;;;21;24;48;10;5;38034;6;18;24;23;29;4;99;;3;297;16.01.2021 06:02;16.01.2021 23:04;1;0;16;16;0;0;01. Feb;22
2539;XS659581;TA08;interview;16.01.2021 12:26;#NAME?;6;3;0h;4h;5;"-bis 16 Uhr VL (mit Pausen)
-ab 16.30 Uhr lernen";6;6;2;6;3;1;1;1;3;1;5;0h;4h;-1;2;6;6;5;5;5;#NAME?;2;5;1;116;6;105;3;114;6;104;7;56;3;;;;;;;3;18;54;11;5;35350;3;12;31;33;45;3;635;;3;856;16.01.2021 06:02;16.01.2021 22:30;1;0;16;16;0;0;01. Jan;6
2540;GK826951;TA08;interview;16.01.2021 12:27;#NAME?;5;6;0;5h;5;"- Vorlesung nacharbeiten 3h
- je ein Text 1h --> 2h";4;2;5;4;5;1;1;1;1;1;3;0;4h;2;6;3;2;3;1;2;#NAME?;1;2;1;116;4;106;1;105;2;98;4;54;1;;;;;;;21;48;77;14;7;22210;5;16;16;27;147;4;619;;4;876;16.01.2021 06:02;16.01.2021 18:54;1;0;16;16;0;0;0.69;0
2541;PY333941;TA08;interview;16.01.2021 12:30;#NAME?;6;1;0h;0h;6;#NAME?;1;1;1;6;1;1;1;6;1;1;-1;0h;0h;-9;-9;-9;-9;-9;1;-1;Weiter so!;1;1;2;116;2;106;3;99;3;93;7;50;4;;;;;;;3;15;31;22;8;12543;4;11;21;38;25;3;67;;3;239;16.01.2021 06:02;16.01.2021 16:03;1;0;16;16;16;16;Jan 21;41
2542;NM384333;TA08;interview;16.01.2021 12:31;#NAME?;6;3;0;5;1;;3;2;2;5;;;;;;;;;;;;;;;;;;;;;116;6;107;5;;;;;;;;;;;;;6;44;48;17;7;;;;;;;;;;;122;16.01.2021 06:02;16.01.2021 12:33;0;0;5;5;9;8;0.7;0
2545;SM631877;TA08;interview;16.01.2021 12:35;Das Referat aufnehmen und fertig machen;5;5;0h / 1h 30 min;4h;1;"das Referat machen ab 12:45, schauen wie lange ich brauche

und wenn danach noch Zeit ist, hole ich noch eine Vorlesung nach";5;4;4;6;6;1;1;1;1;1;5;0 h;5h;-1;1;6;6;5;1;5;da ich heute das Referat an sich zwar fertig bekommen habe aber die Aufnahme noch  nicht zufriedenstellend ist, möchte ich daran morgen weiterarbeiten und es abschicken;1;3;1;117;2;107;2;105;1;98;4;54;2;;;;;;;3;25;87;13;9;22604;68;11;22;31;74;6;606;;;891;16.01.2021 06:02;16.01.2021 19:08;0;0;13;13;0;0;0.76;3
2547;VK722412;TA08;interview;16.01.2021 12:49;#NAME?;6;2;0;2h30min;4;- einfach schweren Herzens durchziehen, meine sonstigen Maßnahmen haben nur gegenteiliges bewirkt;5;5;4;6;5;1;1;4;1;4;5;0h;3h;5;2;4;3;4;5;5;#NAME?;4;2;1;118;7;107;7;103;2;97;4;53;7;;;;;;;3;22;110;10;4;17670;3;148;20;33;38;3;826;;2;1088;16.01.2021 06:02;16.01.2021 18:04;1;0;16;16;0;0;0.95;7
2548;NK144173;TA08;interview;16.01.2021 12:51;Ich werde die Vorlesung über Forschungsmethoden bearbeiten und danach die Freiwilligen Aufgaben von Dr. Lüders bearbeiten.;6;3;0h;5h;6;Zuerst werde ich die Vorlesung über Forschungsmethoden bearbeiten und anschließend die Übungsaufgaben von Dr. Lüders;5;5;2;5;5;1;1;4;2;2;6;0h;4h;6;2;5;5;5;5;5;Ich vergleiche mit einer Freundin die Aufgaben von Dr. Lüders und werde für Klausuren lernen.;5;5;1;119;5;107;2;117;7;108;6;57;4;;;;;;;6;87;70;9;8;40243;4;19;84;20;58;42;1167;;2;1469;16.01.2021 06:02;17.01.2021 00:28;1;0;16;16;0;0;0.7;3
2550;FL569837;TA08;interview;16.01.2021 13:01;"Alles ist besser als nichts :D
";6;1;0;0;1;"nichts
";4;6;1;6;2;1;1;2;1;1;-1;0;60;-1;1;4;3;4;1;-1;Mehr als nichts :D;1;6;1;119;5;108;7;103;1;98;6;53;4;;;;;;;3;37;28;21;12;15094;74;58;14;33;98;17;7305;;4;885;16.01.2021 06:02;16.01.2021 19:21;1;0;16;16;0;0;0.61;4
2551;AN652227;TA08;interview;16.01.2021 13:10;keine;6;1;0h;0h;6;-;1;1;1;1;;;;;;;;;;;;;;;;;;;;;119;1;108;7;;;;;;;;;;;;;5;39;50;23;11;;;;;;;;;;;109;16.01.2021 06:02;16.01.2021 13:12;0;0;5;5;0;0;0.66;0
2560;AH561571;TA08;interview;16.01.2021 13:34;"Vorlesungsvideo gucken
Texte lesen";5;5;0h;4h;4;ErstVorlesungsvideo, dann Text für Vorlsung und als letztes Text für ein Seminar;2;2;6;3;5;1;1;3;1;1;5;0;3h 30 min;5;1;3;4;4;5;5;Pause machen und neue Energie für nächste Woche sammeln;4;5;1;121;2;110;3;101;4;96;2;52;1;;;;;;;3;29;51;10;6;12327;2;12;14;16;26;2;768;;1;940;16.01.2021 06:01;16.01.2021 17:15;1;0;16;16;0;0;Jan 33;19
2561;AZ588774;TA08;interview;16.01.2021 13:44;Forschungsmethoden Zusammenfassung beenden, Texte und Aufgaben beenden ;4;5;0h;4h;4;Zusammenfassung beenden und durchlesen, Text EW lesen und Aufgaben lösen, Text Entwicklungspsychologie lesen;2;2;5;3;4;1;1;1;3;1;5;0h;4h;5;2;5;5;5;3;5;weiterhin mich an den plan halten ;5;5;1;121;7;111;4;107;5;99;7;55;3;;;;;;;4;80;112;14;8;22067;3;19;20;22;84;2;436;;2;806;16.01.2021 06:02;16.01.2021 20:06;1;0;16;16;0;0;0.91;7
2563;LC333483;TA08;interview;16.01.2021 13:49;eine Vorlesung anschauen, einen Text lesen und für Entwicklungspsychologie lernen;6;6;0h;3h;4;nach Unizeug 16 uhr spazieren gehen, 18 uhr essen, danach Musik hören;5;4;3;6;4;1;1;1;1;1;5;0h;3h;5;1;5;5;4;4;5;keine studienrelevanten Aufgaben erledigen;5;6;1;122;3;111;3;100;5;93;7;51;7;;;;;;;4;34;136;15;4;8316;3;18;15;20;42;3;605;;4;903;16.01.2021 06:02;16.01.2021 16:23;1;0;16;16;0;0;0.92;3
2569;XY662821;TA08;interview;16.01.2021 14:02;Vorlesungsstoff lernen und auf Prüfungen vorbereiten.;5;4;0h;1h;1;Konzentriert Vorlesungsfolien durcharbeiten und diese für mich zusammenfassen.;2;2;5;3;4;1;1;3;1;2;3;0h;45min;4;3;3;3;3;3;3;Aufgaben für Seminare erledigen.;4;4;1;123;1;113;5;103;7;96;5;53;1;;;;;;;5;32;46;9;5;11866;3;13;16;24;37;2;611;;2;805;16.01.2021 06:02;16.01.2021 17:33;1;0;16;16;0;0;01. Aug;6
2572;YF233344;TA08;interview;16.01.2021 14:09;"text grundbegriffe lesen
statistik nacharbeiten";6;5;0h;3h;1;;1;1;6;6;4;1;1;4;1;1;3;0h;3h;1;1;5;1;1;1;3;;1;1;1;123;4;113;2;115;1;107;3;57;2;;;;;;;6;32;30;10;6;32832;4;15;16;19;26;8;64;;3;234;16.01.2021 06:02;16.01.2021 23:20;1;0;16;16;6;6;01. Dez;37
2578;KY245171;TA08;interview;16.01.2021 14:26;Vorlesungen nacharbeiten und Lernen.;5;4;3h 30min;4h;4;In Ruhe meine Aufgaben erledigen ;4;5;3;4;1;1;2;6;4;6;1;0h;0h;1;6;1;1;1;1;1;Meinen Pflichten nachkommen um meinen Zielen näher zu kommen.;1;4;2;125;3;115;1;117;2;109;4;57;1;;;;;;;12;25;67;10;4;34600;4;19;9;16;61;3;2552;10;2;855;16.01.2021 06:02;17.01.2021 00:49;1;0;16;16;3;1;1;9
2579;VC376826;TA08;interview;16.01.2021 14:28;Mathe Arbeitsblätter bearbeiten und somit Stoff durchgehen;3;6;0h;7-8h;2;#NAME?;2;1;6;3;5;1;1;1;1;1;5;0h;7h;5;2;4;3;4;5;-1;/;2;2;1;125;5;115;3;116;4;108;7;57;5;;;;;;;3;91;93;27;9;33796;5;8;20;20;21;6;774;;3;1063;16.01.2021 06:02;17.01.2021 00:10;1;0;16;16;0;0;0.88;7
2581;AW495873;TA08;interview;16.01.2021 14:37;Vorlesung + Karteikarten schreiben;4;4;0h;4h;1;-;1;2;6;2;3;1;1;3;1;2;4;0;2h;-1;3;3;4;4;1;-1;-;1;1;1;125;7;116;6;118;6;110;7;57;4;;;;;;;4;22;19;8;5;36185;6;13;21;27;33;6;2050;;7;788;16.01.2021 06:02;17.01.2021 01:17;1;0;16;16;0;0;0.95;7
2590;FY246884;TE08;interview;16.01.2021 17:10;;;;;;;;;;;;1;1;1;3;1;2;-1;0h;0h;-1;1;1;3;6;4;6;entspannen, vorarbeiten, lernen;1;3;2;127;1;;;102;5;;;52;7;;;;;;;4;25;21;24;26;5;635;;;3;;;;;;743;16.01.2021 16:01;16.01.2021 17:22;1;0;10;10;0;0;0.94;3
2597;GK718459;TE08;interview;16.01.2021 17:47;;;;;;;;;;;;1;1;1;4;1;4;-1;0h 0min;0h 0min;-1;1;1;1;1;1;-1;konzentriert arbeiten;6;6;2;127;1;;;104;5;;;53;6;;;;;;;5;18;392;17;41;16;1026;;;4;;;;;;1148;16.01.2021 16:01;16.01.2021 18:13;1;0;10;10;0;0;0.68;0
2601;HS785464;TE08;interview;16.01.2021 20:46;;;;;;;;;;;;1;1;1;1;1;1;1;0;0;1;6;-9;-9;3;1;1;#NAME?;1;6;2;127;5;;;112;4;;;55;6;;;;;;;22;91;31;60;70;27;838;;;28;;;;;;1002;16.01.2021 16:01;16.01.2021 21:06;1;0;10;10;10;10;0.35;0
2602;AK891341;TE08;interview;16.01.2021 21:28;;;;;;;;;;;;2;2;3;6;6;2;-1;0h;0h;-1;5;3;3;3;1;1;bisschen lernen :);1;1;2;127;1;;;112;3;;;56;3;;;;;;;2;21;12;36;24;3;1169;;;2;;;;;;1269;16.01.2021 16:00;16.01.2021 21:49;1;0;10;10;0;0;Jan 25;20
2604;GZ249864;TA10;interview;17.01.2021 07:48;Auf Probeklausur vorbereiten;6;5;0;4h 0min;2;"morgens Arbeiten (Gesundheitsamt) 
abends lernen";4;3;4;5;3;1;3;1;1;5;3;0;3;4;1;4;3;2;3;3;Probeklausur;3;3;1;127;7;116;4;136;3;120;2;64;5;187,434,1 124,295,1 143,203,1 128,175,1 118,136,1 151,49,1 118,95,1 101,122,1 138,120,1;1 1 1 1 1 1 1 1 1;9;;;;6;29;49;15;6;48819;7;17;24;27;36;3;356;;3;578;17.01.2021 06:00;17.01.2021 21:31;1;0;16;16;3;2;0.78;0
2607;QT273771;TA10;interview;17.01.2021 08:04;Keine;6;1;0h;0h;1;Nichts ;1;1;1;6;1;1;4;2;1;1;-1;0h;0h;-1;4;3;3;3;3;-1;Lernen alles;1;4;2;128;1;116;6;120;5;111;7;57;6;;;0;;;;7;12;80;24;16;29689;10;27;14;19;48;4;159;;2;422;17.01.2021 06:00;17.01.2021 16:26;1;0;16;16;3;2;0.91;11
2608;BV722553;TA10;interview;17.01.2021 08:11;"EW wirklich anfangen. Lesen, wiederholen, im Kopf aufsagen!
Forschungsmethoden V2 wie oben";6;3;0h;3h;3;morgens konzentriert EW zusammenfassen und so.  Wenn die Konzentration schwinden. SChneeeelll was anderes machen. Dann arbeiten. Um 16Uhr dann Forschungsmethoden ne gude Stunde;4;4;4;4;;;;;;;;;;;;;;;;;;;;;128;6;116;6;;;;;;;;;;;;;13;88;122;11;5;;;;;;;;;;;239;17.01.2021 06:00;17.01.2021 08:15;0;0;5;5;0;0;0.56;0
2609;QF853686;TA10;interview;17.01.2021 08:15;Lernen: Allg.Psychologie, Forschungsmethoden und Sowi;5;5;0;3;5;;5;4;4;4;;;;;;;;;;;;;;;;;;;;;128;1;116;6;;;;;;;;;;;;;4;38;14;9;16;;;;;;;;;;;81;17.01.2021 06:00;17.01.2021 08:16;0;0;5;5;9;8;Jan 23;20
2611;LC333483;TA10;interview;17.01.2021 08:26;Heute nehme ich mir keine studienrelevanten Aufgaben vor.;6;1;0h;0h;6;Ich werde den ganzen Tag meiner Schwester bei ihrem Umzug helfen.;1;1;1;1;1;1;1;1;1;4;-1;0h;0h;6;1;1;1;6;5;6;eine Vorlesung ansehen, ein Seminar ansehen, für Entwicklungspsychologie lernen;2;6;2;128;6;117;3;134;4;119;4;64;3;;;0;Bauch, Brustkorb, Schultern und Nase haben sich bewegt. Bauch und Brustkorb haben sich stark auf und ab bewegt. Meine Schultern hingegen nur ganz leicht. An der Nase spürte ich, wie sich meine Nasenlöcher leicht öffneten, wenn ich ein- und ausatmete.;;;5;48;149;10;24;43639;3;13;25;34;67;4;427;;2;811;17.01.2021 06:00;17.01.2021 20:47;1;0;16;16;0;0;0.72;2
2612;NV617537;TA10;interview;17.01.2021 08:33;#NAME?;5;4;0;3h;2;-ausruhen, Sport;4;4;4;5;3;1;1;4;1;1;3;0;2;4;4;3;4;4;4;3;#NAME?;3;3;1;128;5;118;4;134;2;119;4;64;4;86,133,1 103,261,1 92,183,1 168,179,1 157,142,1;1 1 1 1 1;5;Ich habe wahrgenommen, wie sich zum Ende hin vereinzelt meine Muskeln entspannt haben. Zuerst meine Schulter und Arme, dann habe ich bewusst wahrgenommen wie ich sitze.;;;2;25;35;9;7;42537;3;10;17;22;54;2;381;;2;569;17.01.2021 06:00;17.01.2021 20:32;1;0;16;16;0;0;01. Nov;9
2615;AN652227;TA10;interview;17.01.2021 08:43;"Lernzettel schreiben,
Vortrag üben";6;3;0h;4h;1;Ich habe für heute keinen Zeitplan.;5;5;4;5;5;1;1;3;1;1;4;0h;4h;-1;5;3;2;3;1;-1;Disziplinierter an meinen Aufgaben arbeiten und auch die unangenehmen erledigen.;2;4;1;128;4;118;7;132;5;119;4;63;4;130,173,1 137,207,1 82,165,1 161,155,1;1 1 1 1;4;Am meisten hat sich der Bauch auf und ab bewegt. Die Brust nur ein wenig und damit auch die Arme ein wenig.;;;3;41;103;15;9;40938;3;22;22;29;63;3;318;;;631;17.01.2021 06:00;17.01.2021 20:15;0;0;13;13;0;0;0.78;3
2617;FL569837;TA10;interview;17.01.2021 08:51;Mehr als nichts;6;1;0;0;1;0;6;6;1;6;1;1;1;6;1;1;-1;0;0;-1;-9;-9;-9;-9;-9;-9;7:30 aufstehen;-9;6;2;129;1;118;1;126;1;114;7;58;3;159,57,1 127,80,1 119,108,1 136,150,1 122,156,1 138,212,1 98,139,1 141,132,1 111,256,1 156,238,1 100,36,1;1 1 1 1 1 1 1 1 1 1 1;11;"Gleichmäßig haben sich Bauch, Brust, Schultern, Hüfte, Nase, Mund, und die Gedanken bewegt.
";;;13;18;15;17;6;32983;17;14;8;15;53;2;509;;4;691;17.01.2021 06:00;17.01.2021 18:12;1;0;16;16;21;21;01. Jun;16
2618;UY881832;TA10;interview;17.01.2021 09:01;"Forschungsmethoddb 
Statistik";5;5;0;5h;1;Mit Lisa lernen;4;3;5;5;4;1;1;3;1;1;5;0;6h;2;3;6;5;6;1;4;"SoWi Probeklausur und Vorlesung
Allgemeinpsycho Seminar
Machiavelli abschicken";1;2;1;129;5;118;4;139;7;124;2;65;7;;;0;;;;12;25;26;11;7;50834;4;20;32;39;49;4;633;;2;864;17.01.2021 06:00;17.01.2021 23:22;1;0;16;16;3;2;0.79;3
2619;FY246884;TA10;interview;17.01.2021 09:09;#NAME?;6;3;2h 30min;2h;5;#NAME?;3;1;6;6;1;1;1;3;1;1;1;0h;0h;1;5;1;1;1;1;1;Morgen wird durchgestartet. ;1;4;2;129;1;118;5;131;3;117;6;63;3;139,203,1 138,290,1 197,266,1 148,53,1 128,81,1 121,110,1 195,442,1 263,415,1 132,156,1;1 1 1 1 1 1 1 1 1;9;Ich habe meinen Atem immer stärker und ruhiger werdend über meine Nase, meinen Brustkorb bis in meine Beine und Füße gespürt. Dabei war ich ganz ruhig und entspannt und habe an nichts gedacht.;;;4;70;161;9;5;36631;3;11;13;21;25;4;278;;3;607;17.01.2021 06:00;17.01.2021 19:29;1;0;16;16;0;0;0.96;6
2620;UB531682;TA10;interview;17.01.2021 09:10;;-9;-9;0;0;1;;1;1;4;1;1;1;1;3;1;1;-1;0;0;-1;6;-9;-9;-9;-9;-1;;1;1;2;129;1;118;6;123;6;111;5;57;4;126,164,1 156,181,1 128,193,1 109,165,1 150,163,1 100,153,1 128,133,1 101,117,1 84,146,1 144,143,1 125,67,1 125,90,1 233,255,1 159,261,1 108,256,1 161,240,1;1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1;16;;;;3;7;24;7;11;28080;2;18;11;20;22;2;295;;2;424;17.01.2021 06:00;17.01.2021 17:05;1;0;16;16;30;29;Jan 38;27
2621;RH615392;TA10;interview;17.01.2021 09:17;Die Hälfte der Hausarbeit machen.;5;5;0h;3h;2;Wann immer es passt produktiv arbeiten und keine unnötigen Medien konsumieren.;5;2;3;5;4;1;1;4;1;1;3; 0h;2h;5;2;5;4;3;3;4;Hausarbeit zu 2/3 fertigstellen.;1;1;1;129;2;118;3;135;4;119;6;64;6;129,156,1 143,50,1 124,89,1 135,217,1;1 1 1 1;4;Der Atem bewegt sich nach und nach immer weiter herunter.;;;6;52;87;16;8;41781;4;14;24;22;47;2;363;;4;649;17.01.2021 06:00;17.01.2021 21:04;1;0;16;16;0;0;0.75;0
2622;ME862665;TA10;interview;17.01.2021 09:18;Lernen ;6;4;0h;6h;5;9.30-13.00 Statistik, 13.00-14.00 Wilkens, Pause, 15.00-20.00 Lüders, Sport;4;4;1;5;3;1;1;2;1;2;4;0h;6h;5;1;4;3;4;4;4;8.00 Uhr aufstehen;5;3;1;129;7;119;7;138;3;123;4;65;1;111,132,1 138,124,1 137,179,1 174,222,1 120,226,1 123,92,1 160,42,1;1 1 1 1 1 1 1;7;;;;22;36;101;11;5;45355;5;17;29;22;49;2;553;;2;854;17.01.2021 06:00;17.01.2021 22:09;1;0;16;16;3;2;0.75;0
2623;XB482288;TA10;interview;17.01.2021 09:32;Keine ;6;1;0h;0h;1;Keine;1;1;1;6;1;1;1;6;1;6;-1;0h;0h;-1;1;1;1;6;1;-1;Effektives Arbeiten, Bearbeiten und Lernen ;1;1;2;130;4;119;3;130;5;117;2;61;7;133,139,1 116,85,1 101,53,1 128,21,1;1 1 1 1;4;"Pulsierendes Gefühl in Hals,Brust und Schläfe
Abwechselnd Druck und Erleichterung im Kopf/Stirn ";;;3;9;14;8;7;35281;3;8;9;22;31;3;248;;3;368;17.01.2021 06:00;17.01.2021 19:26;1;0;16;16;0;0;Jan 46;29
2624;VB488197;TA10;interview;17.01.2021 09:37;für die sowi probeklausur alles durchgehen;6;4;0h;3h;4;nachmittags lernen;6;6;4;5;4;1;1;4;1;4;4;0;2 1/2;4;1;4;3;3;2;5;Offizieller Lernbeginn für die Klausuren ab jetzt wird es hier etwas professioneller (juhu);3;5;1;130;7;120;1;135;5;120;1;64;2;169,287,1 140,155,1 110,103,1 138,212,1 160,44,1 131,75,1;1 1 1 1 1 1;6;Oberkörper und Bauch füllen sich und erlassen die Luft je nach Atemtaktik, Pulsschlag in Herz und Hals und Fingern zu spüren (leichtes pochen) Nasenflügel flattern Mund öffnet und schließt sich;;;8;31;33;9;4;42249;7;15;18;32;58;6;377;;3;601;17.01.2021 06:00;17.01.2021 21:31;1;0;16;16;0;0;0.82;2
2625;DC443849;TA10;interview;17.01.2021 09:38;"Arbeitsblatt für Tutorium bearbeiten
Text für Seminar lesen und bearbeiten

";5;5;0h;8h;3;"ein bisschen arbeiten
lange Pause
den Rest bearbeiten und lesen";4;4;2;4;4;1;1;1;1;1;5;0h;7h;4;3;5;5;3;3;5;"produktiv und konzentriert arbeiten
zwischen meinen Präsenz Terminen auch noch lernen!";2;2;1;131;7;120;1;136;1;120;4;64;6;119,194,1 127,199,1 139,199,1 135,184,1 124,179,1 147,190,1 136,205,1 148,196,1 146,206,1 146,179,1 128,187,1 135,175,1 131,207,1 138,212,1 142,173,1 128,173,1 137,82,1 139,168,1 138,114,1 95,116,1;1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1;20;Mein Bauch und meine Schultern haben sich passend zu meiner Atmung bewegt ;;;58;123;81;25;8;42111;3;14;16;29;50;2;320;;25;677;17.01.2021 06:00;17.01.2021 21:32;1;0;16;16;0;0;0.68;2
2626;PH647245;TA10;interview;17.01.2021 09:38;#NAME?;5;5;0h;9h;4;"-10.00 Uhr Management 1
-12.30 Uhr VWL 2 und 3
-14.00 Uhr Mittag
-15.00 Uhr Management 2
-16.30 Uhr VWL 4 und 5
-18.00 Uhr Management 3
-19.30 Uhr Abendbrot
-20.00 Uhr VWL 6 und 7
-21.30 Uhr Wiederholung";4;3;5;4;6;1;1;5;1;1;4;0;7h;2;4;5;4;4;3;-1;In die Bib fahren zum lernen;3;4;1;132;4;120;1;140;4;126;7;66;6;151,55,1 131,78,1 121,102,1 128,147,1 112,146,1 142,141,1 138,215,1 107,203,1 98,253,1 161,232,1;1 1 1 1 1 1 1 1 1 1;10;"-ausdehnen des Brustkorbs und des Bauches
-druck in Rücken und Po
-luftstom in Nase, Mund und Rachen";;;9;44;225;12;5;50696;2204;16;30;26;51;7;457;;4;890;17.01.2021 06:00;18.01.2021 00:34;1;0;16;16;0;0;0.58;0
2627;YM644361;TA10;interview;17.01.2021 09:46;- Forschungsmethoden LLTP lernen ( letzten 4 Vorlesungen);4;6;0h 0min;8h;5;"- 2h Lernzeit je Vorlesung (4)
->8h";3;1;6;3;6;1;1;1;1;1;5;0h 0min;ca 8h 30min;3;3;4;4;4;3;4;#NAME?;2;2;1;132;7;120;3;135;1;120;6;64;1;127,160,1 136,209,1 124,128,1;1 1 1;3;;;;17;59;86;10;6;41401;5;12;43;54;116;3;295;;3;709;17.01.2021 06:00;17.01.2021 21:28;1;0;16;16;3;2;0.65;1
