CASE;SERIAL;QUESTNNR;Wochen;Tage;STARTED;LZ02_01;LZ03_01;LZ04_01;ZE02_01;ZE03_01;PL01_01;PL02_01;SM02_01;SM02_02;SM02_03;SE01_03;TE_Bel_1;TE_Bel_2;TE_Bel_3;TE_Bel_4;TE_Bel_5;TE_Bel_6;TE03_01;TE04_01;TE05_01;TE06_01;TE07_01;TE08_01;TE09_01;TE10_01;TE11_01;TE12_01;TE13_01;TE14_01;TE15_01;TE16;TE17_01;TIME001;TIME002;TIME003;TIME004;TIME006;TIME007;TIME009;TIME010;TIME011;TIME012;TIME013;TIME014;TIME015;TIME016;TIME017;TIME018;TIME019;TIME_SUM;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
4694;BF819292;TA;3;19;29.01.2021 10:27;Vorlesungsvideos durcharbeiten ;6;5;0h;3h;6;1h30min Vorlesungsvideos durcharbeiten, 30min Pause, 1h30min Vorlesungsvideos durcharbeiten ;6;4;4;5;1;1;1;1;1;1;6;0h;3h;6;1;6;6;6;6;6;Vorlesungsvideos durcharbeiten;6;6;1;6;3;11;2;31;;13;;5;3;27431;5;11;15;17;6;43;4;169;1;19;19;0;0;01. Nov;12
4695;PV314677;TA;3;19;29.01.2021 10:30;"Nachholen der Vorlesung Forschungsmethoden 
Anfangen mit der Hausarbeit in Sowi ";5;4;0min ;2h 30min ;6;"1:30 h Vorlesung nachholen 
1h Hausarbeit anfangen ";4;4;2;5;1;1;4;1;3;1;6;0 min ;2h;4;1;5;6;5;5;5;Alles mal ordnen und lernen ;5;3;1;5;2;44;;44;;8;1;4;2;40122;2;20;43;60;7;34;1;272;1;19;19;0;0;Jan 13;13
4696;SS198481;TA;3;19;29.01.2021 10:31;einen neuen Inhalt lernen, zwei Vorlesungen bearbeiten, Gelerntes wiederholen;4;4;0;6h;4;"11.30-14.30 Lernen
15.00-17.00  Vorlesungen
Abends: Gelerntes wiederholen
";5;4;3;4;4;1;1;1;1;4;4;0;4;2;4;4;2;4;2;4;zwei Vorlesungen bearbeiten, einen neuen Inhalt lernen/ strukturieren;3;3;1;3;2;60;7;167;2;7;;2;3;29411;3;17;14;19;35;73;3;414;1;19;19;0;0;0.88;6
4697;QR394599;TA;3;19;29.01.2021 10:31;#NAME?;6;4;1h 30min;5 h ;6;#NAME?;6;6;1;6;6;3;1;1;1;1;6;1h 20min;5h;6;2;6;6;6;2;6;- Für mind. 1h an die frische Luft gehen ;3;4;1;4;2;20;;49;;4;;2;2;35353;2;15;29;12;3;115;2;257;1;19;19;0;0;Jan 37;23
4698;DU868473;TA;3;19;29.01.2021 10:32;Vorlesungen digitalisieren ;6;4;0;3 Stunden ;5;10-13 Uhr Vorlesungen digitalisieren ;5;5;2;5;4;1;1;4;1;3;6;0;4 Stunden ;6;1;6;6;6;4;6;Lernen für die Klausuren;6;3;1;4;4;20;;32;;13;;4;3;47261;4;14;11;18;7;24;1;155;1;19;19;0;0;Jan 18;12
4699;FF171956;TA;3;19;29.01.2021 10:35;Heute möchte ich für 3 Vorlesungen bei einem Modul Lernzettel erarbeiten. ;6;4;0;5;6;11 - 16 Uhr Lernzettel erstellen;4;4;1;5;5;1;1;1;2;4;6;0;5h 30min;5;1;3;5;5;1;4;Habe für morgen noch keinen Vorsatz. ;2;1;1;2;2;76;;493;;8;1;5;3;33385;1;17;20;15;5;55;2;261;1;19;19;0;0;Jan 13;15
4700;TC633551;TA;3;19;29.01.2021 10:38;"Zusammenfassen
Lernen
VL Einführung EW";5;5;0h;6h;4;"Zusammenfassen Unterlagen1-2h
Lernen 2-3h
VL Einführung EW 2h";4;5;6;4;4;1;3;2;2;1;3;0h;2h;3;4;5;5;3;4;3;Konzentriert arbeiten ;4;4;1;4;25;39;2;2258;4;14;2;6;3;36126;3;17;30;26;49;47;2;298;1;19;19;0;0;0.67;0
4702;CU525786;TA;3;19;29.01.2021 10:44;Lernen;4;5;0h;3h ;4;Lernen ;4;3;5;5;4;1;1;1;1;3;6;0h;3h;6;1;5;6;6;2;4;Nichts ;4;4;1;5;8;12;;10;1;7;2;2;2;22270;3;10;10;13;3;20;2;105;1;19;19;0;0;Jan 62;40
4712;ZR769966;TA;3;19;29.01.2021 11:03;"Vorlesungen schauen
Teilnahme an Seminaren
Zusammenfassung schreiben";4;5;3h;3h;5;Erst Seminare, dann Vorlesungen, dann Zusammenfassungen;4;4;4;5;4;4;1;2;1;2;4;3h;2h;5;4;4;5;4;3;4;;3;3;1;3;3;33;;49;;7;1;10;3;24882;2;14;17;39;4;18;2;202;1;19;19;3;3;Jan 15;12
4713;GF886775;TA;3;19;29.01.2021 11:04;entwicklung seminar;6;5;2h 30 min;0h;5;"lernplaner 1h 
seminar 1h 30 min";3;1;1;5;;;;;;;;;;;;;;;;;;;;;;2;14;2;46;;8;1;5;1;;;;;;;;;79;0;11;11;0;0;Jan 58;30
4714;TB885956;TA;3;19;29.01.2021 11:04;Zusammenfassen ;5;5;0h;6h;5;Nichts konkretes ;5;5;4;5;5;1;1;3;1;2;5;0h;5h;5;2;5;6;5;5;5;Kognition Aufgabe Abgabe fertig machen ;5;5;1;5;3;12;1;14;;5;;2;2;42361;2;11;11;37;10;24;1;135;1;19;19;0;0;Jan 62;36
4716;HV926523;TA;3;19;29.01.2021 11:17;Vorlesung Entwicklungspsychologie nachholen;6;5;2;4;1;kein Plan;2;2;5;5;5;3;1;5;1;2;6;2;3;-1;4;5;4;4;3;-1;;5;6;1;6;2;783;2;40;2;6;1;2;2;19578;2;81;10;21;6;21;2;164;1;19;19;3;3;Jan 24;18
4717;CV988215;TA;3;19;29.01.2021 11:17;"Lernen 
Vorlesungen bearbeiten 
";5;6;0 h ;6 h ;5;"Lernen 
Vorlesungen bearbeiten 
Lernen";5;4;5;5;4;1;1;1;1;4;4;0 h ;3 h ;1;5;3;2;1;2;1;Lernen;3;1;1;5;3;19;1;28;;7;;4;3;20091;3;15;16;16;6;16;2;139;1;19;19;0;0;Jan 29;15
4718;GA326557;TA;3;19;29.01.2021 11:20;Motivation;4;4;3h;3h;3;"1. Seminar Psychologie 
2. KW Hausarbeit fertig machen und abschicken
3. Tutorium Methoden
4. KW Thema 5 lernen und verstehen!
";4;4;6;4;6;4;1;1;1;1;4;4h;4h;4;1;5;5;4;3;6;anstrengen und durchhalten;3;5;1;5;3;10;2;102;4;6;2;3;3;38634;2;14;17;23;6;29;2;228;1;19;19;0;0;Jan 15;11
4721;LQ366462;TA;3;19;29.01.2021 11:25;Fr. Johannes Kurs und KiLi;5;5;1,5h;3h;4;von 12:45 Uhr bis 14 Uhr ca Kurs von Fr. Johannes danach KiLi;4;5;6;5;5;4;1;3;1;2;6;2h;4h;5;2;4;4;5;4;5;KiLi beenden;5;6;1;5;3;25;2;59;2;8;2;6;2;25946;2;13;16;23;74;23;2;195;1;19;19;0;0;01. Feb;6
4722;TN749971;TA;3;19;29.01.2021 11:31;präsentation;5;6;1h30m;5;3;;2;2;6;3;6;2;2;1;1;1;3;1h30m;idek, man;-1;6;3;3;1;1;-1;;1;1;1;3;5331;8286;3;24;3;15;3;40;4;;19133;38;572;291;9;29;3;209;1;19;19;6;6;0.54;4
4725;XV917984;TA;3;19;29.01.2021 11:35;Logik Übungsklausur, Lerngruppe 2;6;6;4h;4h;5;"- 2 Std. (mit Timer) Probeklausur
-Pause, Sport-
- Lerngruppe 2 (open end)";5;5;4;6;5;6;1;3;3;2;6;4h 40min;5h 30min;5;1;6;6;6;6;-1;-;4;5;1;4;4;123;1;68;;8;;5;2;33149;3;15;36;23;4;28;1;321;1;19;19;0;0;01. Sep;12
4728;NV651396;TA;3;19;29.01.2021 11:48;2 Vorlesungen , plus abschreiben;5;3;0h;2h;4;;4;4;5;5;3;1;1;3;1;4;1;0h;0h;1;6;1;1;1;1;1;früher starten!;1;1;2;6;2;75;;12;1;5;2;10;2;44407;4;12;27;14;14;25;2;207;1;19;19;3;3;Jan 21;22
4735;ME363698;TA;3;19;29.01.2021 12:00;"FM vl9 notizen
Allgemeinpsychologie VL und notizen
Mathe Ab 8 beenden
Management lernen ";6;5;0h;4h;3;Chronologisch abarbeiten ;4;5;6;4;;;;;;;;;;;;;;;;;;;;;;6;53;1;21;2;8;1;9;2;;;;;;;;;103;0;11;11;0;0;Jan 27;22
4737;YR389785;TA;3;19;29.01.2021 12:04;"Lernzettel Beetsch
Lüders Anforderungen bearbeiten";4;2;0;4h;3;Strukturiert sein;4;4;4;3;4;2;1;1;1;1;1;0;0;1;6;1;1;1;3;3;Mehr schaffen;3;3;2;3;4;37;2;21;1;6;1;3;2;40572;3;9;9;9;8;11;1;127;1;19;19;0;0;Jan 61;32
4738;KZ697134;TA;3;19;29.01.2021 12:10;;3;4;2;3;6;;1;1;6;5;5;4;1;1;1;1;-1;2;3;-1;1;6;6;6;1;-1;;3;1;1;1;3;11;1;13;;5;1;4;3;38224;5;10;7;18;12;22;2;117;1;19;19;9;9;Jan 54;33
4739;TP544386;TA;3;19;29.01.2021 12:13;Vorlesungen, Nacharbeiten, Klausurvorbereitung;5;5;3h;4h;4;Vorlesungen (3h), Nacharbeiten (2h), Klausurvorbereitung (2h);4;5;2;5;5;5;1;2;1;2;4;1h 30min;5h;4;2;5;5;5;4;4;Alle studienrelevanten Ziele erreichen;4;4;1;4;5;32;2;52;2;11;2;3;10;36149;5;19;26;27;22;41;1;260;1;19;19;0;0;0.86;4
4744;SR175276;TA;3;19;29.01.2021 12:27;#NAME?;4;5;1h 30min;3h;4;"13.15-14.45: Vorlesung
-16.00: Pause
16.15-17.15: AA zusammen schreiben
Lernen";3;3;6;4;2;1;1;5;1;3;3;0h;1h 30min;1;5;2;3;2;1;1;#NAME?;4;3;1;4;2;19;;77;3;6;1;3;4;38353;1;13;28;26;5;25;2;215;1;19;19;0;0;Jan 27;19
4745;WN633269;TA;3;19;29.01.2021 12:32;asynchrone Vorlesungen;5;5;0h;5h;4;;4;4;4;5;5;1;1;3;1;3;5;0h;3h;-1;5;5;4;3;3;5;;4;5;1;5;8;133;2;40;2;6;2;4;3;40164;3;9;20;16;30;17;3;298;1;19;19;6;6;0.98;7
4748;EC159212;TA;3;19;29.01.2021 12:46;#NAME?;4;5;0min;6h;4;"-10-13 Uhr lernen
-15-18 Uhr lernen";5;5;4;5;5;1;1;5;1;1;4;0min;6h;2;2;5;5;4;4;5;Eigentlich ist für morgen nichts geplant, ruh dich aus.;2;1;1;4;3;9;;42;1;18;;3;2;35555;3;11;12;13;3;30;2;152;1;19;19;0;0;Jan 44;26
4749;VX588246;TA;3;19;29.01.2021 13:01;/;6;1;0h0min;0h0min;6;/;1;1;1;6;1;1;1;1;1;1;-1;0h0min;0h0min;-1;1;1;1;6;1;6;Konzentriert arbeiten ;5;5;2;5;3;12;1;22;;8;2;3;3;11611;3;8;14;16;5;24;2;126;1;19;19;0;0;Jan 42;21
4751;LE844374;TA;3;19;29.01.2021 13:07;Entwicklungspsychologie lernen;6;4;3h;3h;6;"14:45 - 16.00 V8-10

17:00 -18:30 V5-7 (Wiederholung)
";5;5;5;6;;;;;;;;;;;;;;;;;;;;;;10;21;;278;;6;;3;6;;;;;;;;;324;0;11;11;0;0;0.85;10
4752;ME637726;TA;3;19;29.01.2021 13:10;"Vorlesung FoMeth 
Durchgehen Allgemeine ";6;6;1h;1h;6;;6;6;6;6;4;1;1;1;5;6;3;0;1h;-1;2;6;4;5;4;5;;6;-9;1;6;20;22;2;17;;4;;3;1;24407;20383;9;11;15;2;15;;107;0;18;18;9;9;Jan 66;42
4753;YA272536;TA;3;19;29.01.2021 13:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;34463;;;;;;;;;;;;;;;;40;0;1;2;;;0.17;0
4754;EK319924;TA;3;19;29.01.2021 13:25;Heute habe ich keine Ziele;6;1;0h;0h;1;-;1;1;1;6;4;1;1;4;1;5;-1;0h;2h;-1;1;6;6;6;1;-1;Für morgen habe ich keinen Vorsatz;2;5;1;6;1;20;1;16;1;8;1;6;2;24725;2;9;12;13;13;30;2;137;1;19;19;0;0;Jan 59;32
4755;XZ767591;TA;3;19;29.01.2021 13:33;"Forschungsmethoden Vorlesung aufarbeiten; KW lernen";5;5;2h;5h;4;"bis 16 Uhr --> Vorlesungen anschauen (2h); bis 18 Uhr --> Forschungsmethoden Vorlesung aufarbeiten (2h); bis 21 Uhr --> Pause (3h); bis 00 Uhr --> KW lernen (3h)";4;4;3;4;4;2;2;4;1;4;4;2h;4h;4;3;4;5;4;4;4;KW lernen und Hausarbeit abgeben ;4;4;1;4;3;71;2;94;2;6;2;3;3;36822;16;13;14;20;3;24;3;279;1;19;19;0;0;01. Mrz;9
4756;VW467739;TA;3;19;29.01.2021 13:35;#NAME?;4;4;2h;4h;5;;6;6;6;5;5;5;5;5;5;5;1;;;2;2;2;2;2;1;1;;1;1;1;1;3;22;1;16;;5;;4;2;27617;4;8;11;10;4;21;57148;113;0;19;19;13;12;Jan 49;30
4758;VY624531;TA;3;19;29.01.2021 13:43;Vorlesungen ansehen und Aufgaben bearbeiten;5;4;0h0min;2-4h;4;;4;4;4;5;5;1;1;4;1;2;5;0h0min;4h;-1;3;5;4;5;4;5;;5;4;1;5;2;22;;13;2;5;1;2;14;11734;3;9;19;15;2;17;2;128;1;19;19;6;6;Jan 56;36
4763;PA298545;TA;3;19;29.01.2021 14:11;Das beenden von der Lerneinheit Forschungsmethoden;3;6;30 min;4h;4;"30 min- Vertragsrecht Probeklausur
2h - wiederholen Forschungsmethoden
2h - Neue Forschungsmethoden Vorlesung";4;1;6;4;3;1;1;3;1;1;3;30 min;2h;2;4;2;3;2;3;4;ich verfasse keinen Vorsatz;2;2;1;3;4;27;;113;2;13;3;6;3;37767;3;27;23;21;4;50;19;301;1;19;19;0;0;0.8;3
4766;DA554611;TA;3;19;29.01.2021 14:31;VL und lernen;5;5;2h;4-5h;4;"VL vormittags
Nachmittags lernen ";3;3;6;4;3;5;1;1;1;2;3;2h;1h;4;5;3;2;2;1;-1;;2;2;1;2;2;12;1;67;2;6;1;5;2;30578;2;10;16;23;3;12;1;165;1;19;19;3;3;Jan 59;31
4767;AY454349;TA;3;19;29.01.2021 14:31;konzentriert arbeiten ;4;4;0h;5h;2;"vorlesungen zusammenfassen (1h)
lernen (30min)
pause
vorlesungen zusammenfassen";3;2;5;4;;;;;;;;;;;;;;;;;;;;;;3;29;2;154;2;13;11;4;3;;;;;;;;;212;0;11;11;0;0;0.8;0
4770;YW953985;TA;3;19;29.01.2021 14:45;Das Video für Entwicklungspsychologie fertig stellen, das letzte Video von Forschungsmethoden durchgehen und einen Text lesen ;4;6;1h 30min;4h;4;Zuerst Entwicklungspsychologie beenden, dann Forschungsmethoden durchgehen und vor dem Schlafen den Text lesen;3;3;6;3;4;3;2;3;1;3;3;1h 30 min;3h;1;4;3;2;2;1;1;Morgen nehme ich mir frei ;3;3;1;5;2;51;;55;4;8;2;6;2;36893;2;14;25;14;3;33;1;222;1;19;19;0;0;Jan 17;14
4772;AT973973;TA;3;19;29.01.2021 14:52;Lernen;6;4;0h;4h;5;/;5;4;5;4;1;1;1;1;1;1;3;0h;2h;-1;5;3;5;2;5;-1;Lernen;4;5;1;6;2;9;;10;;4;;3;2;22730;3;8;13;29;5;19;2;109;1;19;19;0;0;Jan 64;43
4784;XP544262;TA;3;20;30.01.2021 06:44;lernen + Zsm-fassung STAT;5;4;0;4;4;"7:00 duschen
8:00 Yoga
8:30 Allgemein Pst lernen
9:30 work
10:30 Frühstück
12:00 raus
14:00 lernen
16:00 Stat
18:00 Lass ma wachsen";4;5;2;5;4;1;2;2;3;1;4;0;2h;2;6;4;4;3;5;1;ach komm schon,daskann doch nicht so schwer sein sich zusammen zu reißen;3;4;1;3;2;24;;239;3;8;2;3;3;58857;2;12;15;15;3;38;2;371;1;19;19;0;0;Jan 16;12
4785;NB497633;TA;3;20;30.01.2021 06:55;"- Statistik Regression 1 und 2 Lernzettel 
-Statistik Übungsaufgaben
- Seminar EW Texte drucken und Stichpunkte schreiben";6;6;0h;6h;6;"-7:00-8:00 Regression 1 Statistik
-10:00-11:00 Regression
11:15-12:15 Regression
13:00-14:00 Übungsaufgaben
- 15:00-16:00 Semianr Texte EW";6;6;6;5;5;1;1;1;1;2;3;0h;4h;3;1;5;4;1;4;5;#NAME?;4;4;1;5;3;55;2;102;;3;;2;5;38563;5;11;30;18;24;42;3;305;1;19;19;0;0;0.97;11
4786;YE632525;TA;3;20;30.01.2021 08:23;Forschungsmethoden lernen, Mathe Vorlesung + Übungen, Kognitionsaufgabe;4;5;0h;9h;4;Mathe Vorlesung + Aufgaben, Forschungsmethoden lernen, Kognitionsaufgabe;5;5;5;4;5;1;4;3;1;1;5;0h;8h und 15min;5;2;4;4;4;2;4;ein bisschen entspannter machen;5;3;1;3;4;48;;57;11;12;;5;4;54122;2;10;120;19;4;50;2;237;1;19;19;0;0;0.87;6
4787;AE814737;TA;3;20;30.01.2021 08:23;"Forschungsmethoden 
Entwicklung 
LitWi ";5;6;0h ;5h ;6;"11-13: Forschung 
13:30-14:30: Entwicklung 
16-18- LitWi Klausur Fragen ";5;2;6;5;6;1;1;1;1;1;3;0h ;4h ;2;5;-9;3;1;1;1;Länger konzentriert sein ;4;2;1;4;4;21;1;47;;6;;2;3;29872;2;8;11;15;14;34;1;169;1;19;19;3;3;Jan 38;22
4788;AP844344;TA;3;20;30.01.2021 08:25;Betsch Vorlesung anschauen ;4;3;2h;0h;5;11-12 Uhr Betsch anschauen ;5;4;3;4;1;1;1;5;6;4;1;0h;0h;1;6;2;1;3;4;4;1 Vorlesung schauen;2;2;2;3;10;1235;2;28;;9;;10;7;46723;4;15;13;21;13;30;5;198;1;19;19;0;0;0.78;5
4789;KV214531;TA;3;20;30.01.2021 08:36;"1. GB zusammenfassen 
2. Stat- Vorlesung anschauen 
3. E-Psycho fertig lernen (evtl. nächste Vorlesung)
4. Karteikarten lernen ";5;5;0;05. Jun;5;"-> 9:30: GB zusammenfassen 
-> 11: Stat- Vorlesung 
-> 12: E-Psycho lernen 
-> 13: Karteikarten lernen 
15-18: Mit Stella: GB Besprechung ";5;4;1;5;;;;;;;;;;;;;;;;;;;;;;3;110;5;229;;9;;8;37;;;;;;;;;367;0;11;11;0;0;0.48;0
4792;XK292543;TA;3;20;30.01.2021 08:53;"Forschungsmethoden wiederholen
wilkens anfangen zu lernen";6;5;0h;4h;6;so wie oben aufgelistet;4;4;6;5;5;1;1;3;1;3;5;0h;"4h
4h";5;1;4;4;3;4;5;"Wilkens 2 neue seminare lernen
Probeklausur betsch";3;1;1;3;3;28;2;31;;19;1;4;3;54172;2;12;26;17;4;25;2;179;1;19;19;0;0;Jan 18;12
4794;KN387826;TA;3;20;30.01.2021 09:01;Lernen VWL;6;4;0h;2h;6;Lernen VWL 2h;5;5;4;6;;;;;;;;;;;;;;;;;;;;;;2;22;;21;;11;;6;4;;;;;;;;;66;0;11;11;0;0;Jan 25;19
4797;PY378998;TA;3;20;30.01.2021 09:14;"1) Organisation Vorlesung + Fragen 
2) Psychologie Kapitel Problemlösen + Vorlesung";5;4;0h;2h 30min ;6;"1) Management 1h + 15min 
2) Psychologie 1h +15min ";6;5;1;6;;;;;;;;;;;;;;;;;;;;;;2;686;;40;;5;;2;3;;;;;;;;;83;0;11;11;0;0;Jan 24;20
4800;CU525786;TA;3;20;30.01.2021 09:32;Keine;6;-9;0h;0h;6;;1;1;1;6;1;1;1;3;1;3;-1;0h;0h;-1;1;6;6;6;1;-1;Lernen;2;2;2;1;2;41;6;15;;9;2;6;3;34316;3;11;13;16;9;18;2;156;1;19;19;6;6;Jan 17;15
4804;FK136917;TA;3;20;30.01.2021 09:45;Entwicklungs;6;2;0;30min;1;...;2;2;2;2;2;1;1;5;2;6;1;0;30min;-1;3;2;3;5;3;-1;...;1;1;1;4;2;18;2;16;2;7;3;4;4;50231;2;14;17;23;4;19;1;138;1;19;19;0;0;Jan 35;21
4805;SW218242;TA;3;20;30.01.2021 09:48;Für die Klausuren lernen;6;5;0h;3h;6;Pausen und genug trinken;5;4;4;5;5;1;1;3;1;5;6;0h;3h;6;3;5;5;6;5;5;Für Klausuren lernen;2;2;1;2;2;16;1;47;;8;;6;1;26609;2;22;13;26;4;57;1;206;1;19;19;0;0;Jan 41;26
4806;CZ836922;TA;3;20;30.01.2021 09:49;#NAME?;5;5;0h;4h;5;#NAME?;5;5;5;5;;;;;;;;;;;;;;;;;;;;;;1642;370;2;23;;4;;3;1;;;;;;;;;67;0;11;11;0;0;Jan 38;33
4808;BA355797;TA;3;20;30.01.2021 09:57;Seminartext lesen;5;4;0h;45min;5;16:00 Uhr - Seminartext lesen;4;3;5;5;3;1;1;3;1;2;6;0h;30min;5;3;4;4;3;4;6;;5;4;1;5;3;13;;30;;7;2;5;5;52325;4;17;20;20;11;30;2;169;1;19;19;3;3;01. Jun;8
4809;TG784124;TA;3;20;30.01.2021 09:57;1 Vorlesung nachholen, ersten 3 Vorlesungen von Allgemeiner Psychologie lernen, Hausaufgabe Kognition erledigen;5;5;2h;5h;4;"Vorlesung 2h 
Hausaufgabe Kognition 1h 30 min
Lernen 3h 30 min oder mehr wenn es das benötigt ";4;5;4;5;5;3;2;1;3;3;6;2h ;7h ;3;1;5;5;5;3;-1;;5;4;1;5;3;94;2;83;2;7;2;6;4;41385;2;14;17;16;3;12;2;269;1;19;19;3;3;Jan 15;12
4811;VZ398246;TA;3;20;30.01.2021 10:02;#NAME?;5;5;4h;4h;5;"10-15:00 Seminar
16:00-20:00 Lerngruppe
ab 20:00 Karteikarten";4;4;5;5;;;;;;;;;;;;;;;;;;;;;;1038;45;3;39;;13;2;6;6;;;;;;;;;117;0;11;11;0;0;0.68;2
4816;PK497634;TA;3;20;30.01.2021 10:13;EW Seminar wiederholen, Allgemeine Psychologie Vorlesung 1-3 lernen;5;6;0h;4h;5;10.15 Uhr bis 11 Uhr Seminar EW wiederholen, 12 Uhr bis 14 Uhr Allgemeine Psychologie lernen (Vorlesung 1 und 2) und von 15 Uhr bis 17 Uhr Allg. Psychologie (Vorlesung 3) lernen und nochmal alles wiederholen;5;5;6;5;6;1;1;5;1;4;5;0h;5-6h;5;4;4;5;4;3;5;Lernen und Wiederholen;5;5;1;5;32;31;1;96;;5;;3;2;27159;4;9;14;15;3;20;1;207;1;19;19;0;0;Jan 35;23
4818;EE558756;TA;3;20;30.01.2021 10:15;Uni freier Tag;6;1;0h;0h;1;-;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;5;13;2;64;1;5;2;4;2;;;;;;;;;98;0;11;11;0;0;Jan 32;19
4823;PY946565;TA;3;20;30.01.2021 10:31;"Nachbereitung
Aufgaben
Text
Lernen";5;6;0;4h30min;5;"Nachbereitung
Aufgaben
Text
Lernen";4;4;3;5;3;1;1;2;1;2;4;0;3h40min;-1;6;5;4;4;6;-1;Text + Aufgaben + Wochenplanen;3;6;1;5;3;28;1;16;;9;3;3;3;33654;8;13;23;27;81;46;2;192;1;19;19;0;0;01. Mai;12
4824;FX545495;TA;3;20;30.01.2021 10:32;Wiederholung für die Klausur ;5;5;/;1-2h;6;spazieren gehen, heute Nachmittag Wiederholung;1;3;5;2;3;1;1;4;1;5;1;/;0h;1;1;1;1;1;1;1;morgen wird es besser;1;1;2;6;3;41;2;41;;29;7;11;4;34815;3;25;14;11;10;18;2;221;1;19;19;0;0;0.92;7
4825;AM174165;TA;3;20;30.01.2021 10:32;#NAME?;5;4;2h;2h 30min;4;#NAME?;4;2;2;5;5;4;1;1;1;3;5;1h;4h;5;2;4;4;5;4;5;#NAME?;3;2;1;3;4;19;;22;1;8;2;3;2;23341;2;10;13;20;5;36;1;148;1;19;19;0;0;Jan 41;22
4826;AA223798;TA;3;20;30.01.2021 10:36;Lern freier Tag;6;1;0h;0h;1;;1;1;1;1;1;1;1;1;1;1;-1;0h;0h;-1;5;1;1;1;1;6;Lernen;1;1;2;1;2;11;1;19;3;5;1;3;3;32051;3;6;15;11;3;23;1;110;1;19;19;3;3;Jan 73;37
4828;GD335178;TA;3;20;30.01.2021 10:38;#NAME?;6;6;0h 00min;2h 00min;6;#NAME?;4;4;6;6;2;1;5;1;1;2;4;0h 00min;0h 30min;3;4;3;3;2;3;4;#NAME?;3;4;1;5;5;29;3;74;;11;2;4;4;34072;16;77;30;40;22;64;5;386;1;19;19;0;0;0.61;0
4833;RA581334;TA;3;20;30.01.2021 10:50;Lernen ;4;4;0h;2h;4;Lernen ;2;2;4;3;2;1;6;3;4;4;2;-;1h;4;5;2;4;2;2;3;Lernen ;2;2;1;3;1;7;1;13;1;5;1;3;2;33874;3;9;12;18;5;21;3;105;1;19;19;0;0;Jan 76;46
4839;KZ379721;TA;3;20;30.01.2021 11:05;Lernzettel ;4;4;0h;4h;4;"Lernzettel Lüders
Spazieren
Einkaufen";3;3;5;4;4;1;1;2;1;1;6;0h;4h;4;1;2;4;5;4;4;"Lernzettel Vorlesung 1 Entwicklungspsychologie +
Grundbegriffe der EW 1 angucken
ENTSPANNEN";2;2;1;4;1;16;2;99;2;7;1;2;1;18222;2;9;11;11;3;65;1;233;1;19;19;0;0;Jan 68;37
4840;QR394599;TA;3;20;30.01.2021 11:06;#NAME?;4;6;0h;4h;3;#NAME?;4;3;5;3;3;1;1;1;1;1;1;0h;1h;2;5;3;3;2;3;5;Konzentriert lernen ;2;3;1;4;3;32;;36;2;13;5;7;4;43333;44;8;8;21;1470;25;1;175;1;19;19;0;0;1;12
4841;BG864843;TA;3;20;30.01.2021 11:06;#NAME?;6;6;0h;3h;5;#NAME?;2;2;6;4;5;1;1;1;1;1;6;0h;3h;5;2;3;3;4;3;3;#NAME?;3;3;1;3;3;24;2;40;;8;1;4;2;32693;4;11;18;23;4;27;2;173;1;19;19;0;0;Jan 19;11
4842;YL695788;TA;3;20;30.01.2021 11:09;- heute soll nur Lernen auf dem Plan stehen, hauptsächlich in Forschungsmethoden und allgemeine Psychologie ;6;4;0h 0min;3h 0min;3;- heute mal eine etwas ruhigeren Tag erleben und einfach nur über den Tag verteilt in die Hefter schauen, um mich weiter auf die Prüfungen vorzubereiten;4;3;1;6;4;1;1;2;1;2;6;0h 0min;3h 0min;6;1;5;5;6;3;5;#NAME?;5;5;1;5;3;58;;99;19;10;3;3;3;26129;4;11;22;16;5;51;2;292;1;19;19;0;0;0.87;4
4845;GR441237;TA;3;20;30.01.2021 11:10;Keine;5;1;0h;2h;1;Keinen;1;1;1;5;1;1;1;1;1;1;-1;0h;0h;-1;1;1;1;1;1;-1;Keinen;1;1;2;5;5;10;2;21;2;4;2;4;3;40198;8;5;15;9;3;14;1;108;1;19;19;0;0;Jan 64;35
4846;DA554611;TA;3;20;30.01.2021 11:12;lernen;4;5;0h;4-5h;5;lernen;3;3;5;4;;;;;;;;;;;;;;;;;;;;;;5;9;;17;;9;3;4;3;;;;;;;;;50;0;11;11;0;0;Jan 45;32
4849;YA272536;TA;3;20;30.01.2021 11:34;4x allg. psychl;4;6;0;4/5h;2;schrittweise erarbeiten;3;4;6;4;3;1;2;1;6;2;2;0;2h;-1;3;4;3;3;3;4;fragen senden, forschungsmethoden;3;2;1;4;10;5297;;47;2;60;2;119;9;;41;70;25;6277;5;53;33;290;1;19;19;0;0;0.46;2
4854;LQ366462;TA;3;20;30.01.2021 11:45;Reflexion in KiLi machen und dann mal schauen worauf ich noch Lust hab;6;4;0h;2h bis 3h;4;KiLi machen;5;4;6;6;3;1;1;4;1;3;6;0h;1h 30min;-1;4;5;4;5;4;5;mal nix machen;5;6;1;5;3;43;;34;1;10;;4;2;20757;3;29;17;19;54;44;4;267;1;19;19;0;0;0.96;7
