CASE;SERIAL;QUESTNNR;Wochen;Tage;STARTED;LZ02_01;LZ03_01;LZ04_01;ZE02_01;ZE03_01;PL01_01;PL02_01;SM02_01;SM02_02;SM02_03;SE01_03;TE_Bel_1;TE_Bel_2;TE_Bel_3;TE_Bel_4;TE_Bel_5;TE_Bel_6;TE03_01;TE04_01;TE05_01;TE06_01;TE07_01;TE08_01;TE09_01;TE10_01;TE11_01;TE12_01;TE13_01;TE14_01;TE15_01;TE16;TE17_01;TIME001;TIME002;TIME003;TIME004;TIME006;TIME007;TIME009;TIME010;TIME011;TIME012;TIME013;TIME014;TIME015;TIME016;TIME017;TIME018;TIME019;TIME_SUM;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
2555;EK319924;TA;1;6;16.01.2021 13:20;Ausarbeitung prüfungsrelevanter Inhalte;6;5;0h;3h;3;Am Nachmittag: Ausarbeitung prüfungsrelevanter Infos und Vertiefung;5;5;1;6;6;1;1;4;1;5;6;0h;3h 30min;6;3;6;6;6;4;6;Weiter Ausarbeitung;5;6;1;6;4;20;8;54;3;12;;5;3;32914;11;11;21;25;3;23;2;205;1;19;19;0;0;0.97;9
2556;XV917984;TA;1;6;16.01.2021 13:26;Buch weiterlesen, Vorlesung bearbeiten, Kognnitionstext bearbeiten;4;4;0h;6h;3;"1) Aufgaben bearbeiten
2) Buch lesen";3;3;2;4;4;1;1;3;2;5;2;0h;5h;3;5;4;4;5;1;3;-;2;4;1;6;2;59;14;41;4;10;4;5;9;31825;2;18;23;26;32;36;2;275;1;19;19;0;0;0.77;4
2557;TP544386;TA;1;6;16.01.2021 13:27;Nacharbeiten;5;5;0h;3h 30min;4;Nacharbeiten (3h 30min);4;4;2;5;5;1;1;2;1;2;6;0h;4h;4;1;5;6;6;4;-1;;4;5;1;5;17;44;9;107;35;19;8;8;20;18259;6;23;26;40;40;46;13;411;1;19;19;3;3;0.39;0
2558;VY624531;TA;1;6;16.01.2021 13:29;"Vorlesungen bearbeiten
Seminarleistung bearbeiten";6;5;0h0min;2h-3h;4;"14-16 Uhr Vorlesungen bearbeiten
17-18 Uhr Seminarleistung bearbeiten";3;3;4;5;3;1;1;2;6;2;4;0h0min;2h;2;3;3;3;1;2;3;;2;2;1;4;2;34;3;60;2;21;5;5;14;27876;2;19;20;28;26;22;1;264;1;19;19;3;3;0.89;8
2559;TB885956;TA;1;6;16.01.2021 13:33;Grundbegriffe und Einführung in die EW Prüfungsrelevant zusammenfassen ;5;6;0;7;5;"Stichpunkte und Notizen zusammenfassen 
Circa 4 h und zwischendurch lernen und wiederholen ";5;6;3;5;4;1;1;5;1;4;3;0h;1h;3;6;3;5;2;2;3;Das von heute aufholen;2;3;1;5;3;40;2;131;;7;;4;3;32991;4;12;31;30;13;38;3;321;1;19;19;0;0;0.82;1
2562;VR815563;TA;1;6;16.01.2021 13:45;keine;6;1;0h;0h;6;;1;1;1;6;1;1;1;4;1;2;-1;0h;0h;-1;-9;-9;-9;-9;3;-1;;1;3;2;4;2;11;25;15;;7;2;6;6;11972;4;12;13;24;13;24;4;145;1;19;19;19;18;Jan 15;19
2564;LQ366462;TA;1;6;16.01.2021 13:57;Forschungsmethoden nachholen;6;4;0h;3h;5;forschungsmethoden 14 Uhr anfangen und spätestens 17 Uhr fertig werden ;6;6;2;6;5;1;2;3;1;3;6;0h;2h;6;1;6;5;6;4;6;mal nix machen;5;6;1;6;5;71;;87;;23;;15;3;9000;4;25;17;23;67;32;2;314;1;19;19;0;0;0.66;0
2565;MD787544;TA;1;6;16.01.2021 13:58;Vorlesung zuende machen;6;3;0h;2h;2;bis 16 Uhr alles erledigen;4;4;1;6;3;1;1;5;1;5;6;0;2;6;1;3;4;6;5;6;Mich gut auf die neue Woche vorbereiten ;6;6;1;3;4;31;;33;6;12;7;7;4;35945;3;12;12;17;12;27;2;189;1;19;19;0;0;0.9;5
2566;DU868473;TA;1;6;16.01.2021 13:58;Für die Klausur lernen ;6;4;0 Stunden ;1,5 Stunden ;3;Vormittag lerne ich für die Klausur. Später nehme ich mir den Tag frei um mal etwas zu entspannen. ;4;4;5;5;3;1;1;5;1;3;2;0;30 min;2;4;3;5;2;2;3;Text für ein Seminar lesen. Digitalisieren von Vorlesungen. Lernen für die klausur.;2;2;1;4;5;32;;116;22;12;2;5;7;8567;2;16;23;26;6;62;2;318;1;19;19;0;0;0.77;2
2567;HA634253;TA;1;6;16.01.2021 13:59;"Entwicklungspsychologie lernen
Vertragsrecht Vorlesung nacharbeiten";5;4;0;5h;2;Viele Pausen zwischen den Lerneinheiten;3;3;5;3;5;1;1;3;5;2;2;0;2h;2;6;3;3;1;2;-1;Keinen;3;4;1;6;4;33;;48;1;7;2;4;4;20386;2;10;11;16;32;13;2;189;1;19;19;0;0;Jan 21;15
2568;ZV438183;TA;1;6;16.01.2021 14:00;"Nichts
Vielleicht Emotionenkapitel lesen";6;2;0;0;1;.;1;1;1;6;;;;;;;;;;;;;;;;;;;;;;3;25;10;15;2;7;4;7;2;;;;;;;;;75;0;11;11;0;0;Jan 13;18
2570;KZ697134;TA;1;6;16.01.2021 14:05;;4;3;0;2h;6;;3;2;5;6;4;1;1;1;1;1;-1;0;0;-1;5;1;1;1;1;-1;;1;1;2;6;4;14;3;16;;10;2;5;3;35348;4;8;12;19;11;22;3;136;1;19;19;9;9;01. Feb;17
2571;WR312764;TA;1;6;16.01.2021 14:07;Referat anfangen, einlesen;5;3;0h;2h;3;In das Thema einlesen. Quellen suchen.;3;3;5;5;4;1;1;4;1;3;2;0h;1h;4;4;3;3;3;3;3;Text für Montag schon lesen.;3;3;1;4;3;31;;55;2;9;3;5;4;41307;3;16;178;31;40;48;2;270;1;19;19;0;0;0.77;0
2573;LW441239;TA;1;6;16.01.2021 14:13;"Zusammenfassungen EP beenden!
Forschungsmethoden VL anschauen";6;5;1h;3h;6;"14.14-15.30 Zusammenfassung EP
16.00-16.45 VL Forschungsmethoden
17.00 Gruppenarbeit Philosophie";6;4;1;6;4;1;1;1;1;3;6;0h;4h;6;1;6;6;6;1;6;Forschungsmethoden VL und Zusammenfassungen fertigstellen. (Soweit es geht, auch ein wenig Freizeit einplanen!!!);3;1;1;2;3;38;5;128;;10;;6;3;34010;8;16;25;30;23;166;4;465;1;19;19;0;0;0.62;0
2574;TG784124;TA;1;6;16.01.2021 14:14;Skripte Einführung Ew durcharbeiten, Reader lesen, Begriffe lernen ;5;4;;5h ;1;;3;4;1;5;;;;;;;;;;;;;;;;;;;;;;3;38;;20;2;19;2;10;9;107061;;;;;;;;103;0;12;12;18;17;0.94;10
2575;ME637726;TA;1;6;16.01.2021 14:15;Zusammenfassung abtippen;6;6;0;4h;1;Wenn es passt;4;2;6;6;;;;;;;;;;;;;;;;;;;;;;6;20;3;18;3;9;1;5;4;;;;;;;;;69;0;11;11;0;0;Jan 18;19
2576;GA326557;TA;1;6;16.01.2021 14:17;Motivation ;5;5;0h 0min;2h;5;Vorlesung Methoden anhören und zusammenfassen ;4;4;5;5;3;1;1;5;1;2;5;0h;2h;3;1;5;5;5;2;5;Spaß an den Studieninhalten und Konzentration ;2;5;1;5;5;26;7;54;;10;2;7;4;33679;3;23;34;39;28;55;4;301;1;19;19;0;0;0.67;1
2577;VW467739;TA;1;6;16.01.2021 14:22;#NAME?;5;4;0 00;2 30;5;;5;4;6;5;;;;;;;;;;;;;;;;;;;;;;3;44;;22;;10;;6;2;;;;;;;;;87;0;11;11;9;8;Jan 16;15
2580;GF886775;TA;1;6;16.01.2021 14:33;--;6;1;0;0;1;;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;4;20;2;22;4;9;3;7;4;;;;;;;;;75;0;11;11;9;8;1;10
2582;RA581334;TA;1;6;16.01.2021 14:38;Ausruhen ;6;1;-;-;6;-;1;1;1;6;;;;;;;;;;;;;;;;;;;;;;2;23;4;18;;8;1;15;3;;;;;;;;;74;0;11;11;0;0;Jan 31;23
2583;EV527269;TA;1;6;16.01.2021 14:45;Pause;5;5;20min;20min;4;Keine Ahnung;3;3;4;4;4;4;3;5;4;4;5;20min;20min;3;4;6;4;4;4;4;;4;3;1;4;1;9;2;12;3;1;2;2;1;29449;2;4;10;4;2;14;2;71;1;19;19;3;3;Feb 21;91
2584;PV314677;TA;1;6;16.01.2021 14:58;Hausarbeit beginnen und Karteikarten zum lernen schreiben .;6;5;0min ;2-3h;4;"1h Hausarbeit
1-2h Karteikarten schreiben und lernen ";4;5;2;4;;;;;;;;;;;;;;;;;;;;;;5;32;1;63;2;15;1;10;2;;;;;;;;;131;0;11;11;0;0;01. Sep;14
2605;GR441237;TA;1;7;17.01.2021 07:48;Keine;5;1;0h;0h;1;Keinen;1;1;1;6;1;1;1;5;1;1;-1;0h;0h;-1;1;1;1;1;1;-1;Mit der Uni weitermachen;1;4;2;6;2;10;2;17;3;13;1;4;3;34697;3;15;14;22;4;25;2;140;1;19;19;0;0;Jan 37;22
2606;KV214531;TA;1;7;17.01.2021 07:53;Nichts ;6;1;0;0;6;Nichts;4;2;1;6;1;1;1;6;1;6;-1;0;0;-1;1;4;4;4;4;6;Seminar lernen;1;5;2;2;3;14;37;58;;51;33;7;16;40854;3;13;46;86;23;78;3;362;1;19;19;0;0;0.61;4
2610;XP544262;TA;1;7;17.01.2021 08:16;nichts ;6;1;0;0;1;"09:00 work 
10:00 Pancakes
11:00 Walk
13.00 work
15: eventuell lernen";1;1;2;2;1;1;3;2;6;1;4;0;0;2;5;1;2;4;4;2;Jetzt geht es wirklich los!;3;2;2;4;4;12;2;70;2;7;1;5;4;47390;2;11;14;22;4;44;3;207;1;19;19;0;0;Jan 18;14
2613;QR394599;TA;1;7;17.01.2021 08:35;#NAME?;6;1;0h;0h;-9;;2;2;2;1;1;1;1;1;1;1;-1;0h;0h;-1;1;1;1;1;1;-1;#NAME?;1;3;2;4;2;8;4;18;1;8;2;5;2;59123;4;21;37;17;4;29;3;165;1;19;19;6;6;Jan 29;24
2614;SW218242;TA;1;7;17.01.2021 08:42;Für Klausuren lernen circa. 4h;5;5;0;0;3;Pausen machen und vor 17 Uhr fertig sein;4;3;5;5;2;1;1;2;1;3;5;0;0;6;3;5;4;5;4;6;;1;2;2;3;2;34;2;57;2;11;9;7;11;38122;2;12;25;25;33;47;3;282;1;19;19;3;3;0.8;4
2616;YC186467;TA;1;7;17.01.2021 08:49;"KW Vorlesung
Psycho
Forschungsmethoden 
Vortrag KW ";4;6;0h;10h;5;"KW Vorlesung  (10-11.20Uhr)
Psycho (11:30-12:30Uhr)
Forschungsmethoden (12:50-15:00)
Kw Vortrag (17:00-19:00)";6;6;3;4;4;1;1;1;2;6;4;0h;6h;5;2;4;2;5;1;-1;{woman_tone1} {EM_LAPTOP_COMPUTER};5;4;1;4;5;37;;157;;9;;4;3;30072;2;18;21;29;20;42;3;350;1;19;19;0;0;0.79;2
2628;LH578194;TA;1;7;17.01.2021 09:50;Klausur-Vorbereitung;4;4;0 Stunden ;0 Stunden;5;Sport, Klausur-Vorbereitung;5;5;2;5;3;1;1;2;1;1;5;0 Stunden ;1h 30 Min;5;1;5;5;5;5;5;Selbststudium, Präsenzstudium, Klausur-Vorbereitung ;5;5;1;5;4;27;14;72;;11;;7;2;38540;3;12;22;21;3;32;2;220;1;19;19;0;0;0.99;8
2630;EE558756;TA;1;7;17.01.2021 10:03;Keine ;6;1;0h;1h;1;-;3;2;2;4;3;1;1;2;1;2;-1;0h;45min;-1;5;3;1;2;1;-1;keinen;3;3;1;3;8;18;5;16;2;6;2;3;3;31066;9;11;17;25;8;24;3;160;1;19;19;0;0;01. Sep;13
2631;NB497633;TA;1;7;17.01.2021 10:08;#NAME?;6;5;0h;1h30min;6;10:15-11:45Uhr Text EW lesen, Notizen machen, Fragen beantworten;6;6;3;6;;;;;;;;;;;;;;;;;;;;;;10;21;1;44;;5;;2;3;;;;;;;;;86;0;11;11;0;0;Jan 36;23
2632;PK497634;TA;1;7;17.01.2021 10:10;Zusammenfassung vergleichen und lernen;5;5;0h;4h;5;Frühstücken, ab 11 Uhr zwei Stunden produktiv arbeiten, Mittagspause bis 14 Uhr, ab 14 Uhr zwei Stunden produktiv arbeiten;5;5;6;5;6;1;1;1;1;1;6;0h;5h;6;2;5;5;5;5;6;Motiviert arbeiten;5;5;1;5;3;16;3;61;;7;;3;2;48377;2;10;10;15;4;17;;153;0;18;18;0;0;Jan 39;21
2634;BA355797;TA;1;7;17.01.2021 10:15;2 Themen Entw. Psy. lernen;5;4;0h;45 min;3;;4;4;3;4;2;1;1;2;1;4;2;0h;15min;-1;4;3;2;2;2;2;;2;4;1;5;33;107;;22;11;15;5;5;4;36211;2;16;20;32;19;59;3;314;1;19;19;6;6;0.72;6
2641;FX545495;TA;1;7;17.01.2021 10:27;Wiederholung Entwicklungspsychologie. für die Klausur lernen. Forschungsmethoden wiederholen, für die Klausur lernen. Ggf. Text für kommendes Seminar lesen u bearbeiten;6;3;hab keine Präsenz;3-4h;5;Heute Morgen die Folien von Entwicklungspsychologie erneut ansehen, meine Lernzettel durchgehen, verstehen. Danach eine kurze Pause machen, etwas essen vielleicht spazieren gehen. Dann später die Folien von Forschungsmethoden durchgehen, Fragen klären, wiederholen und Lernzettel anschauen. Ggf. wenn noch Motivation da ist Text für ein Seminar bearbeiten u lesen.;2;4;4;5;3;1;1;1;1;1;5;hatte keine;3h 30min;5;1;5;5;5;5;6;nicht den Kopf hängen lassen. Meine Vorlesungen erfolgreich abschließen und ggf. weiter Wiederholen für Klausuren;6;5;1;6;4;69;;111;;12;2;5;9;28348;3;10;26;23;13;60;13;360;1;19;19;0;0;0.69;1
2642;AE814737;TA;1;7;17.01.2021 10:28;"Statistik 
LitWi";5;6;0h;6h;4;"Statistik: 11-13 Uhr 
LitWi 14-16 Uhr ";4;3;6;5;6;1;1;4;1;1;6;0h;8h;3;1;4;5;5;5;5;Früher anfangen zu Lernen ;5;4;1;6;2;17;2;46;34;7;1;4;2;27503;4;10;12;22;4;61;5;201;1;19;19;0;0;Jan 15;15
2645;VR815563;TA;1;7;17.01.2021 10:33;Konspekt schreiben;5;5;0h;6h;5;"zuerst SoWi-Hobbes Vorlesung anschauen
dann Recherche zu Thema
dann Konspekt schreiben";5;4;4;4;6;1;1;2;1;2;6;0h;6h;5;4;4;5;6;4;-1;;4;4;1;5;3;19;6;69;;12;;6;3;39861;2;11;17;19;4;15;2;188;1;19;19;3;3;Jan 13;12
2646;YE632525;TA;1;7;17.01.2021 10:35;Management Aufgaben und Forschungsmethoden lernen;4;5;0h;3h;3;Management Aufgaben, spazieren gehen, Forschungsmethoden lernen;3;3;5;4;3;1;3;2;3;1;4;0h;4h und 30min;3;1;4;3;2;1;4;viel schaffen!;3;2;1;3;5;34;;68;11;14;7;9;10;39581;8;32;166;115;41;37;3;307;1;19;19;0;0;0.46;0
2647;SS198481;TA;1;7;17.01.2021 10:36;eine Vorlesung nachholen, Text für nächste Woche bearbeiten, Aufgaben Tutorium erledigen ;4;5;0h;3h;3;"14.00-16.00 Text bearbeiten
16.00-18.00 Aufgaben Tutorium 
18.00-19.30 Vorlesung ";4;4;3;4;2;1;1;3;1;2;3;0;2h;3;3;5;5;4;2;3;Aufgaben Tutorium, ein Tutorium, Lernen, ein Seminar;3;2;1;4;3;64;;99;2;10;1;6;3;12457;26167;15;29;26;24;40;1;326;1;19;19;0;0;0.86;7
2649;XK292543;TA;1;7;17.01.2021 10:37;"Betsch letzte vorlesung lernen
Forschungsmethoden alles wiederholen
Ew komplett wiederholen evtl";5;6;0h;5h;6;"erst vorlesung lernen
dann forschungsmethoden wiederholen
dann ew wiederholen
";4;5;6;5;6;1;2;1;2;1;5;0h;5h;5;2;5;5;4;5;4;"EW wiederholen wenn Zeit
Kognitions Studie überfliegen
allgemeinpsychologische Grundlagen vorbereiten
";2;3;1;5;4;52;3;58;;12;2;7;3;39298;3;21;21;33;24;127;3;373;1;19;19;0;0;0.7;0
2650;MD787544;TA;1;7;17.01.2021 10:39;Lernen, Text Seminar vorbereiten;6;4;0h;4h;1;"ab 12:30 - 14:30 lernen
15-17 Text Seminar, Vorlesung";3;3;1;6;6;1;1;3;1;1;6;0;4h 30min;4;1;4;6;6;6;6;früh aufstehen;4;5;1;4;26;78;;81;27;10;3;7;7;37338;8;139;14;25;18;26;2;298;1;19;19;0;0;0.59;2
2651;CZ836922;TA;1;7;17.01.2021 10:40;#NAME?;5;5;0h;2h;3;#NAME?;4;4;5;4;4;1;3;4;1;2;3;0h;1h;4;4;5;3;3;4;5;#NAME?;3;3;1;4;3;20;6;57;13;12;2;4;3;24739;3;18;19;19;10;38;2;218;1;19;19;0;0;0.87;2
2652;CF824211;TA;1;7;17.01.2021 10:40;Vorlesung nacharbeiten, juristisches Arbeiten ;6;4;30min;1h;5;;4;4;5;6;5;5;1;6;1;1;5;30;30;4;4;4;4;4;4;5;;5;5;1;5;2;45;;26;;7;2;3;3;22628;3;13;11;12;5;11;2;145;1;19;19;6;6;Jan 38;20
2653;FL283383;TA;1;7;17.01.2021 10:41;#NAME?;6;4;0h;30min;4;"-16:00 Uhr Diagnostik und Intervention
-16:30 Uhr Schluss";4;3;3;6;3;1;1;1;1;1;6;0h;30min;4;1;4;4;5;3;6;Frisch in die neue Woche starten.;4;2;1;4;3;30;9;64;18;11;6;6;4;28859;2;8;13;24;33;37;2;254;1;19;19;0;0;0.82;5
2654;FK136917;TA;1;7;17.01.2021 10:41;Nachholen ;5;5;0;1-2h;2;"Zusammenfassung
Kontrollfragen
Entwicklungpsy. anschauen";2;1;5;2;5;1;1;3;4;2;5;0;3-3h;-1;1;5;3;5;3;6;Entwicklungspsychologie;4;2;1;4;2;39;2;50;2;16;1;10;4;40241;3;22;25;37;13;48;1;275;1;19;19;0;0;0.94;8
2656;SR175276;TA;1;7;17.01.2021 10:43;#NAME?;4;3;;1h 30min;2;;2;2;3;4;2;1;1;6;1;6;2;;0h;-1;5;2;2;2;1;-1;#NAME?;2;3;2;2;3;12;1;14;1;8;2;3;3;25334;5;18;21;26;11;62;5;195;1;19;19;9;9;Jan 22;20
2657;YL695788;TA;1;7;17.01.2021 10:43;- Lerntag für allgemeine Psychologie (kognitives Lernen, Wahrnehmung) und Forschungsmethoden (Fragen stellen, Feldstudien) ;6;3;0h 0min;3h 0min;6;"- heute nur Lernen die Prüfungen 
- insgesamt den Tag heute ruhiger gestalten, da ja auch Sonntag ist";4;4;1;6;3;1;1;1;1;1;6;0h 0min;3h 30min;6;1;5;6;6;3;5;- die Studienwoche wieder mit einem strukturierten Tag zu beginnen und auch wieder alle Ziel zu errreichen (z.B. Tutorium Statistik, Seminar Kognition, weiteres Lernen für die Prüfungen) ;4;4;1;6;5;111;;91;;10;5;9;2;27527;3;12;38;23;5;139;2;455;1;19;19;0;0;0.76;4
2659;XV615413;TA;1;7;17.01.2021 10:51;keine;6;1;0h;0h;-9;;2;1;1;6;1;1;1;5;1;5;-1;0h;0h;-9;-9;-9;-9;-9;1;-1;Vorlesung und lernen nach Zeitplan;1;3;2;1;2;22;4;16;14;13;2;4;8;20238;2;15;13;16;13;65;2;199;1;19;19;22;22;01. Apr;13
2661;AS379672;TA;1;7;17.01.2021 10:51;#NAME?;6;1;0h;0h;6;#NAME?;1;1;1;6;;;;;;;;;;;;;;;;;;;;;;2;12;7;25;;8;2;33;4;;;;;;;;;64;0;11;11;0;0;Jan 16;20
2664;CU525786;TA;1;7;17.01.2021 10:58;Lernen;6;6;0h;3h;1;"Lernen 
Mittagessen 
Lernen ";4;3;6;5;5;1;1;3;1;2;6;0h;3h;6;1;6;6;6;2;6;Lernen ;1;4;1;5;4;11;5;34;23;11;2;3;1;20571;3;14;25;17;23;33;3;191;1;19;19;0;0;01. Sep;15
2665;VZ398246;TA;1;7;17.01.2021 10:58;#NAME?;4;5;0min;3h;5;"12:00-13:00 Vorlesungen schauen
17:00-20:00 Vorlesungen schauen und Seminar vorbereiten";4;4;5;5;3;1;1;4;1;1;3;0h;1h 30 min;5;2;5;4;5;3;3;Früh aufstehen, abseits von Präsenzveranstaltungen Selbststudium betreiben;4;4;1;4;10;35;;192;31;13;3;4;3;39429;4;11;37;17;13;60;4;408;1;19;19;0;0;0.67;1
2667;AT973973;TA;1;7;17.01.2021 11:00;Vorlesungen beenden ;5;3;0h;3h;2;;4;3;3;4;;;;;;;;;;;;;;;;;;;;;;7;92;;21;7;44;1;7;6;37219;;;;;;;;185;0;11;12;9;8;0.84;15
2670;ME363698;TA;1;7;17.01.2021 11:07;"Mind. Zwei VL von Allgemeinpsychologie durchgehen und zusammenfassen
Fm lernen";6;5;0h;5h;5;"Vor dem Mittag eine Vl
Nachmittags die zweite Vl und dann Konzentration auf Forschungsmethoden";5;5;4;6;5;1;2;1;1;1;4;0h;5h;3;5;4;2;5;3;4;"FM lernen
Ab statistik
Statistik Tutorium konzentriert verfolgen ";3;4;1;5;5;43;2;51;;8;;5;2;48357;6;13;18;40;36;68;3;300;1;19;19;0;0;0.79;2
2672;KZ379721;TA;1;7;17.01.2021 11:08;Lernzettel Lüders Vorlesung 2 + 3;5;3;0h;4h;4;"11 - 14 Uhr: Lernzettel
Pause
15 Uhr - 16 Uhr: Text Wilkens";4;3;5;4;5;1;1;1;1;1;5;0h;5h;2;3;3;4;4;4;2;"Lernzettel weiter machen.;)";5;5;1;5;2;66;;71;2;13;6;3;3;28007;2;7;18;18;18;59;2;290;1;19;19;0;0;0.96;8
2673;DU868473;TA;1;7;17.01.2021 11:08;Digitalisieren von Mitschriften und für die Klausuren lernen. ;6;5;0;4 Stunden ;4;Am Nachmittag werde ich beginnen eine Mitschrift zu digitalisieren. Am Abend werde ich dann für die klausur lernen.;4;4;2;5;3;1;1;5;1;4;4;0;3 Stunden ;4;3;5;5;4;3;4;Morgen werde ich die Vorlesung von morgen bearbeiten und am Seminar teilnehmen. Zwischendurch werde ich das Arbeitsblatt von Statistik bearbeiten und an dem dazugehörigen Tutorium teilnehmen. ;4;2;1;4;3;38;1;55;1;13;1;5;3;48384;7;18;23;34;5;111;1;319;1;19;19;0;0;01. Sep;14
2674;VX588246;TA;1;7;17.01.2021 11:10;/;6;1;0h0min;0h0min;6;/;1;1;1;6;1;1;1;1;1;1;-1;0h0min;0h0min;-1;1;6;6;6;6;6;Konzentriert zu bleiben ;6;6;2;5;2;11;3;19;;15;2;5;3;20583;4;21;16;20;14;50;2;187;1;19;19;0;0;01. Nov;14
2676;VN755488;TA;1;7;17.01.2021 11:19;An der Hausarbeit weiterarbeiten und ein bisschen lernen;6;4;0min;2h 30min;4;"ca. 12 Uhr: lernen 
ca. 17 Uhr: an Hausarbeit arbeiten";4;3;3;5;4;1;1;1;1;1;4;0min;2h;4;2;3;4;4;4;5;Konzentrier lernen;3;4;1;5;11;26;;67;2;12;2;6;3;29996;3;11;24;31;14;94;12;318;1;19;19;0;0;0.75;2
2677;AY454349;TA;1;7;17.01.2021 11:22;"vorlesung zusammenfassen,
konzentriert arbeiten";4;3;0h;2h;1;vorlesung zusammenfassen (2h);3;1;3;4;1;1;1;5;1;1;1;0h;0h;1;6;1;1;1;1;1;wirklich etwas achen, wenn ich es mir am morgen vornehme;1;2;2;2;5;62;21;93;7;78;3;16;4;46380;3;15;20;24;63;38;3;366;1;19;19;0;0;0.57;0
2679;WN633269;TA;1;7;17.01.2021 11:26;asynchrone Vorlesungen;5;4;0h;1h;2;;3;4;2;4;1;3;1;6;1;2;3;0h;1h;-1;3;3;4;3;2;3;;3;3;1;4;4;28;;24;2;14;2;8;7;38704;117;10;23;13;44;27;2;211;1;19;19;6;6;0.9;8
2680;NK367231;TA;1;7;17.01.2021 11:26;Vorlesungen nacharbeiten und Texte lesen ;5;4;0h;6h;1;auch essen ;4;5;6;4;5;1;1;1;2;1;6;0;9h;4;4;6;6;6;1;5;vorlesungen schaune und text lesen ;1;3;1;5;3;24;;20;4;7;1;4;1;40881;2;13;20;17;21;23;2;162;1;19;19;0;0;Jan 32;20
2681;HD353817;TA;1;7;17.01.2021 11:31;Keine;6;1;0;0;1;Freizeit;1;1;1;6;1;1;1;6;1;6;6;0;0;6;1;1;1;6;1;6;Diagnostik Aufgaben ;3;3;2;6;3;8;6;19;2;10;1;4;2;18779;3;8;13;18;4;28;2;131;1;19;19;0;0;01. Apr;26
2682;PY946565;TA;1;7;17.01.2021 11:34;Aufgaben Tutorium, Klausurvorbereitung;6;4;0;4h;1;"Besprechung Aufgaben
Klausurvorbereitung ";4;4;3;3;2;1;1;1;1;1;5;0;4h15min;-1;3;6;6;5;6;5;Tutorium gut mitarbeiten, Seminar nachbereiten;4;6;1;6;8;28;;40;4;13;5;6;4;27373;3;18;20;35;71;40;3;234;1;19;19;0;0;0.7;1
2684;DZ883544;TA;1;7;17.01.2021 11:37;#NAME?;3;5;0h;4h;3;#NAME?;2;2;4;3;5;1;1;6;1;5;-1;0h ;3h 30 min;-1;2;4;3;4;1;3;#NAME?;1;1;1;1;2;29;;46;1;10;2;5;2;17228;2;18;32;53;13;162;2;379;1;19;19;0;0;0.98;9
2686;XA855886;TA;1;7;17.01.2021 11:41;mein plan;6;6;0;4;6;;6;6;2;6;5;1;1;1;1;1;4;0;3;5;3;5;3;3;1;-1;;1;1;1;1;18;51;1;17;;9;;6;3;22468;9;14;25;28;13;22;2;218;1;19;19;6;6;01. Jan;13
2688;BG864843;TA;1;7;17.01.2021 11:45;#NAME?;6;2;0h;1h 30min;3;#NAME?;1;1;3;4;3;1;1;1;1;1;3;0h;1h;6;3;2;2;2;1;5;"LLTP-Vorlesung durcharbeiten
Kowi Vorlesung durcharbeiten";1;3;1;3;3;33;2;56;1;13;2;5;3;19919;5;14;18;548;5;118;7;304;1;19;19;0;0;0.87;4
2693;XV917984;TA;1;7;17.01.2021 11:51;Vorlesungen nachholen, Buch weiterlesen, Karteikarten lernen;5;5;0h;6h;3;"1) Vorlesungen
-Pause-
2) Karteikarten lernen
-Sport-
3) Buch weiterlesen";4;2;4;5;6;1;1;3;1;5;6;0h;11h;5;1;6;6;6;6;-1;Lerngruppe, Vorlesungen, Text bearbeiten, Sport;5;4;1;4;2;36;2;111;18;14;2;4;11;42716;2;14;57;31;15;58;1;362;1;19;19;0;0;0.83;6
2694;EV527269;TA;1;7;17.01.2021 11:56;Pause;4;5;1h;1h;4;Keine Angabe ;4;4;4;3;4;4;5;3;4;5;-1;20;20;4;4;3;4;3;3;5;;3;4;1;4;1;8;;13;1;3;1;2;1;20001;2;12;11;15;8;22;8;108;1;19;19;3;3;Jan 92;55
2701;CV988215;TA;1;7;17.01.2021 12:17;Lernen für die Klausuren ;6;6;0 h ;4 h ;6;"12 Uhr bis 14 Uhr lernen 
20 Uhr bis 22 Uhr lernen ";4;4;6;5;6;1;1;3;3;4;6;0 h ;4 h ;6;1;5;6;6;5;6;an allen Veranstaltungen die synchron sind teilzunehmen und zu lernen ;5;4;1;6;3;20;3;30;;11;3;5;6;31380;3;12;15;17;5;58;3;194;1;19;19;0;0;0.98;7
2702;KZ697134;TA;1;7;17.01.2021 12:18;lüders anfangen zu schreiben;6;4;0;1,5h;6;;5;4;5;6;3;1;1;1;1;1;5;0;1h;-1;3;5;3;5;1;-1;;1;1;1;3;2;18;;15;;8;;5;2;45272;9;7;14;17;6;20;2;125;1;19;19;6;6;Jan 39;24
2703;PA298545;TA;1;7;17.01.2021 12:20;Das Aufholen von alten Lerinhalten;4;5;0 min ;6 h;4;" 1 .    3 h - ""Experiment""
( Pause)
 2.     3 h - ""Experimnetaldesign""
";4;3;6;3;1;2;1;5;1;1;1;0 min;1 h;1;6;1;1;1;4;1;Mich zu disziplinieren und realistische Ziele zu setzten !;3;3;1;5;2;27;;94;20;8;3;6;4;40113;3;25;16;18;13;49;2;272;1;19;19;0;0;0.82;3
